Track,for,TD#14,2002,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
10/15/2002,5:05:59,17.542,N,83.09,W,-1
10/15/2002,5:08:00,17.545,N,83.089,W,-1
10/15/2002,5:10:00,17.549,N,83.088,W,-1
10/15/2002,5:12:00,17.552,N,83.087,W,-1
10/15/2002,5:14:00,17.555,N,83.086,W,-1
10/15/2002,5:15:59,17.559,N,83.085,W,-1
10/15/2002,5:17:59,17.562,N,83.084,W,-1
10/15/2002,5:19:59,17.565,N,83.083,W,-1
10/15/2002,5:21:59,17.569,N,83.082,W,-1
10/15/2002,5:24:00,17.572,N,83.081,W,-1
10/15/2002,5:26:00,17.575,N,83.08,W,-1
10/15/2002,5:28:00,17.579,N,83.079,W,-1
10/15/2002,5:30:00,17.582,N,83.078,W,-1
10/15/2002,5:31:59,17.585,N,83.077,W,-1
10/15/2002,5:33:59,17.589,N,83.076,W,-1
10/15/2002,5:35:59,17.592,N,83.075,W,-1
10/15/2002,5:38:00,17.595,N,83.074,W,-1
10/15/2002,5:40:00,17.599,N,83.073,W,-1
10/15/2002,5:42:00,17.602,N,83.072,W,-1
10/15/2002,5:44:00,17.605,N,83.071,W,-1
10/15/2002,5:45:59,17.609,N,83.071,W,-1
10/15/2002,5:47:59,17.612,N,83.07,W,-1
10/15/2002,5:49:59,17.615,N,83.069,W,-1
10/15/2002,5:51:59,17.619,N,83.068,W,-1
10/15/2002,5:54:00,17.622,N,83.067,W,-1
10/15/2002,5:56:00,17.625,N,83.066,W,-1
10/15/2002,5:58:00,17.629,N,83.065,W,-1
10/15/2002,6:00:00,17.632,N,83.064,W,-1
10/15/2002,6:01:59,17.635,N,83.063,W,-1
10/15/2002,6:03:59,17.639,N,83.062,W,-1
10/15/2002,6:05:59,17.642,N,83.061,W,-1
10/15/2002,6:08:00,17.645,N,83.06,W,-1
10/15/2002,6:10:00,17.649,N,83.059,W,-1
10/15/2002,6:12:00,17.652,N,83.058,W,-1
10/15/2002,6:13:11,17.654,N,83.057,W,-1
10/15/2002,6:15:11,17.651,N,83.053,W,-1
10/15/2002,6:17:10,17.648,N,83.05,W,-1
10/15/2002,6:19:10,17.645,N,83.047,W,-1
10/15/2002,6:21:10,17.643,N,83.043,W,-1
10/15/2002,6:23:11,17.64,N,83.04,W,-1
10/15/2002,6:25:11,17.638,N,83.037,W,-1
10/15/2002,6:27:11,17.636,N,83.033,W,-1
10/15/2002,6:29:11,17.634,N,83.03,W,-1
10/15/2002,6:31:10,17.632,N,83.027,W,-1
10/15/2002,6:33:10,17.631,N,83.024,W,-1
10/15/2002,6:35:10,17.629,N,83.021,W,-1
10/15/2002,6:37:10,17.628,N,83.018,W,-1
10/15/2002,6:39:11,17.627,N,83.014,W,-1
10/15/2002,6:41:11,17.626,N,83.011,W,-1
10/15/2002,6:43:11,17.625,N,83.009,W,-1
10/15/2002,6:45:11,17.625,N,83.006,W,-1
10/15/2002,6:47:10,17.624,N,83.003,W,-1
10/15/2002,6:49:10,17.624,N,83,W,-1
10/15/2002,6:51:10,17.624,N,82.997,W,-1
10/15/2002,6:53:11,17.624,N,82.994,W,-1
10/15/2002,6:55:11,17.624,N,82.992,W,-1
10/15/2002,6:57:11,17.624,N,82.989,W,-1
10/15/2002,6:59:11,17.624,N,82.986,W,-1
10/15/2002,7:01:10,17.625,N,82.984,W,-1
10/15/2002,7:01:35,17.625,N,82.983,W,-1
10/15/2002,7:03:35,17.628,N,82.981,W,-1
10/15/2002,7:05:35,17.631,N,82.979,W,-1
10/15/2002,7:07:34,17.634,N,82.977,W,-1
10/15/2002,7:09:34,17.637,N,82.975,W,-1
10/15/2002,7:11:34,17.639,N,82.973,W,-1
10/15/2002,7:13:34,17.642,N,82.971,W,-1
10/15/2002,7:15:35,17.645,N,82.969,W,-1
10/15/2002,7:17:35,17.648,N,82.966,W,-1
10/15/2002,7:19:35,17.651,N,82.964,W,-1
10/15/2002,7:21:34,17.654,N,82.962,W,-1
10/15/2002,7:23:34,17.657,N,82.96,W,-1
10/15/2002,7:25:34,17.66,N,82.958,W,-1
10/15/2002,7:27:34,17.662,N,82.956,W,-1
10/15/2002,7:29:35,17.665,N,82.954,W,-1
10/15/2002,7:31:35,17.668,N,82.952,W,-1
10/15/2002,7:33:35,17.671,N,82.95,W,-1
10/15/2002,7:35:35,17.674,N,82.948,W,-1
10/15/2002,7:37:34,17.677,N,82.946,W,-1
10/15/2002,7:39:34,17.68,N,82.944,W,-1
10/15/2002,7:41:34,17.683,N,82.942,W,-1
10/15/2002,7:43:34,17.685,N,82.94,W,-1
10/15/2002,7:45:35,17.688,N,82.938,W,-1
10/15/2002,7:47:35,17.691,N,82.936,W,-1
10/15/2002,7:49:35,17.694,N,82.933,W,-1
10/15/2002,7:51:34,17.697,N,82.931,W,-1
10/15/2002,7:53:34,17.7,N,82.929,W,-1
10/15/2002,7:55:34,17.703,N,82.927,W,-1
10/15/2002,7:57:34,17.706,N,82.925,W,-1
10/15/2002,7:59:35,17.708,N,82.923,W,-1
10/15/2002,8:01:35,17.711,N,82.921,W,-1
10/15/2002,8:03:35,17.714,N,82.919,W,-1
10/15/2002,8:05:35,17.717,N,82.917,W,-1
10/15/2002,8:07:34,17.72,N,82.915,W,-1
10/15/2002,8:09:34,17.723,N,82.913,W,-1
10/15/2002,8:11:34,17.726,N,82.911,W,-1
10/15/2002,8:13:34,17.729,N,82.909,W,-1
10/15/2002,8:15:35,17.731,N,82.907,W,-1
10/15/2002,8:17:35,17.734,N,82.905,W,-1
10/15/2002,8:19:35,17.737,N,82.902,W,-1
10/15/2002,8:21:34,17.74,N,82.9,W,-1
10/15/2002,8:23:34,17.743,N,82.898,W,-1
10/15/2002,8:25:34,17.746,N,82.896,W,-1
10/15/2002,8:27:34,17.749,N,82.894,W,-1
10/15/2002,8:29:35,17.752,N,82.892,W,-1
10/15/2002,8:31:35,17.754,N,82.89,W,-1
10/15/2002,8:33:35,17.757,N,82.888,W,-1
10/15/2002,8:35:35,17.76,N,82.886,W,-1
10/15/2002,8:37:34,17.763,N,82.884,W,-1
10/15/2002,8:39:34,17.766,N,82.882,W,-1
10/15/2002,8:41:34,17.769,N,82.88,W,-1
10/15/2002,8:43:34,17.772,N,82.878,W,-1
10/15/2002,8:45:35,17.775,N,82.876,W,-1
10/15/2002,8:47:35,17.777,N,82.874,W,-1
10/15/2002,8:49:35,17.78,N,82.871,W,-1
10/15/2002,8:50:04,17.781,N,82.871,W,-1
10/15/2002,8:52:04,17.784,N,82.869,W,-1
10/15/2002,8:54:04,17.787,N,82.867,W,-1
10/15/2002,8:56:03,17.79,N,82.865,W,-1
10/15/2002,8:58:03,17.793,N,82.863,W,-1
10/15/2002,9:00:03,17.796,N,82.861,W,-1
10/15/2002,9:02:03,17.799,N,82.859,W,-1
10/15/2002,9:04:04,17.802,N,82.857,W,-1
10/15/2002,9:06:04,17.805,N,82.855,W,-1
10/15/2002,9:08:04,17.808,N,82.852,W,-1
10/15/2002,9:10:04,17.811,N,82.85,W,-1
10/15/2002,9:12:03,17.814,N,82.848,W,-1
10/15/2002,9:14:03,17.817,N,82.846,W,-1
10/15/2002,9:16:03,17.82,N,82.844,W,-1
10/15/2002,9:18:03,17.823,N,82.842,W,-1
10/15/2002,9:20:04,17.826,N,82.84,W,-1
10/15/2002,9:22:04,17.829,N,82.838,W,-1
10/15/2002,9:24:04,17.832,N,82.836,W,-1
10/15/2002,9:26:03,17.835,N,82.834,W,-1
10/15/2002,9:28:03,17.838,N,82.832,W,-1
10/15/2002,9:30:03,17.841,N,82.83,W,-1
10/15/2002,9:32:03,17.844,N,82.828,W,-1
10/15/2002,9:34:04,17.847,N,82.826,W,-1
10/15/2002,9:36:04,17.85,N,82.824,W,-1
10/15/2002,9:38:04,17.853,N,82.822,W,-1
10/15/2002,9:40:04,17.856,N,82.82,W,-1
10/15/2002,9:42:03,17.859,N,82.817,W,-1
10/15/2002,9:44:03,17.862,N,82.815,W,-1
10/15/2002,9:46:03,17.865,N,82.813,W,-1
10/15/2002,9:48:03,17.868,N,82.811,W,-1
10/15/2002,9:50:04,17.871,N,82.809,W,-1
10/15/2002,9:52:04,17.874,N,82.807,W,-1
10/15/2002,9:54:04,17.877,N,82.805,W,-1
10/15/2002,9:56:03,17.88,N,82.803,W,-1
10/15/2002,9:58:03,17.883,N,82.801,W,-1
10/15/2002,10:00:03,17.886,N,82.799,W,-1
10/15/2002,10:02:03,17.89,N,82.797,W,-1
10/15/2002,10:04:04,17.893,N,82.795,W,-1
10/15/2002,10:06:04,17.896,N,82.793,W,-1
10/15/2002,10:08:04,17.899,N,82.791,W,-1
10/15/2002,10:10:04,17.902,N,82.789,W,-1
10/15/2002,10:12:03,17.905,N,82.787,W,-1
10/15/2002,10:14:03,17.908,N,82.785,W,-1
10/15/2002,10:16:03,17.911,N,82.783,W,-1
10/15/2002,10:18:03,17.915,N,82.781,W,-1
10/15/2002,10:20:04,17.918,N,82.779,W,-1
10/15/2002,10:22:04,17.921,N,82.776,W,-1
10/15/2002,10:24:04,17.924,N,82.774,W,-1
10/15/2002,10:26:03,17.927,N,82.772,W,-1
10/15/2002,10:28:03,17.93,N,82.77,W,-1
10/15/2002,10:30:03,17.934,N,82.768,W,-1
10/15/2002,10:32:03,17.937,N,82.766,W,-1
