Track,for,Nicole,2010,,,
9/28/2010,17:04:00,21.138,N,82.864,W,0
9/28/2010,17:06:00,21.143,N,82.863,W,0
9/28/2010,17:07:59,21.148,N,82.862,W,0
9/28/2010,17:09:59,21.153,N,82.861,W,0
9/28/2010,17:12:00,21.158,N,82.86,W,0
9/28/2010,17:14:00,21.163,N,82.859,W,0
9/28/2010,17:15:59,21.168,N,82.857,W,0
9/28/2010,17:17:59,21.174,N,82.856,W,0
9/28/2010,17:20:00,21.179,N,82.855,W,0
9/28/2010,17:22:00,21.184,N,82.854,W,0
9/28/2010,17:23:59,21.189,N,82.853,W,0
9/28/2010,17:25:59,21.194,N,82.852,W,0
9/28/2010,17:28:00,21.199,N,82.851,W,0
9/28/2010,17:30:00,21.204,N,82.85,W,0
9/28/2010,17:31:59,21.209,N,82.849,W,0
9/28/2010,17:34:00,21.214,N,82.848,W,0
9/28/2010,17:36:00,21.219,N,82.846,W,0
9/28/2010,17:37:59,21.224,N,82.845,W,0
9/28/2010,17:39:59,21.229,N,82.844,W,0
9/28/2010,17:42:00,21.234,N,82.843,W,0
9/28/2010,17:44:00,21.239,N,82.842,W,0
9/28/2010,17:45:59,21.244,N,82.841,W,0
9/28/2010,17:47:59,21.25,N,82.84,W,0
9/28/2010,17:50:00,21.255,N,82.839,W,0
9/28/2010,17:52:00,21.26,N,82.838,W,0
9/28/2010,17:53:59,21.265,N,82.837,W,0
9/28/2010,17:55:59,21.27,N,82.835,W,0
9/28/2010,17:56:49,21.272,N,82.835,W,0
9/28/2010,17:58:50,21.271,N,82.835,W,0
9/28/2010,18:00:50,21.27,N,82.835,W,0
9/28/2010,18:02:49,21.269,N,82.836,W,0
9/28/2010,18:04:49,21.268,N,82.836,W,0
9/28/2010,18:06:50,21.267,N,82.836,W,0
9/28/2010,18:08:50,21.266,N,82.836,W,0
9/28/2010,18:10:49,21.264,N,82.837,W,0
9/28/2010,18:12:49,21.263,N,82.837,W,0
9/28/2010,18:14:50,21.262,N,82.837,W,0
9/28/2010,18:16:50,21.261,N,82.837,W,0
9/28/2010,18:18:49,21.26,N,82.838,W,0
9/28/2010,18:20:49,21.259,N,82.838,W,0
9/28/2010,18:22:50,21.257,N,82.838,W,0
9/28/2010,18:24:50,21.256,N,82.838,W,0
9/28/2010,18:26:49,21.255,N,82.839,W,0
9/28/2010,18:28:50,21.254,N,82.839,W,0
9/28/2010,18:30:50,21.252,N,82.839,W,0
9/28/2010,18:32:49,21.251,N,82.84,W,0
9/28/2010,18:34:49,21.25,N,82.84,W,0
9/28/2010,18:36:50,21.248,N,82.84,W,0
9/28/2010,18:38:50,21.247,N,82.841,W,0
9/28/2010,18:40:49,21.246,N,82.841,W,0
9/28/2010,18:42:49,21.244,N,82.841,W,0
9/28/2010,18:44:50,21.243,N,82.842,W,0
9/28/2010,18:46:50,21.241,N,82.842,W,0
9/28/2010,18:48:49,21.24,N,82.842,W,0
9/28/2010,18:50:49,21.238,N,82.843,W,0
9/28/2010,18:52:50,21.237,N,82.843,W,0
9/28/2010,18:52:53,21.237,N,82.843,W,0
9/28/2010,18:54:54,21.236,N,82.843,W,0
9/28/2010,18:56:54,21.235,N,82.844,W,0
9/28/2010,18:58:53,21.233,N,82.844,W,0
9/28/2010,19:00:53,21.232,N,82.844,W,0
9/28/2010,19:02:54,21.231,N,82.844,W,0
9/28/2010,19:04:54,21.23,N,82.845,W,0
9/28/2010,19:06:53,21.229,N,82.845,W,0
9/28/2010,19:08:53,21.228,N,82.845,W,0
9/28/2010,19:10:54,21.227,N,82.845,W,0
9/28/2010,19:12:54,21.225,N,82.846,W,0
9/28/2010,19:14:53,21.224,N,82.846,W,0
9/28/2010,19:16:53,21.223,N,82.846,W,0
9/28/2010,19:18:54,21.222,N,82.846,W,0
9/28/2010,19:20:54,21.221,N,82.847,W,0
9/28/2010,19:22:53,21.22,N,82.847,W,0
9/28/2010,19:24:54,21.219,N,82.847,W,0
9/28/2010,19:26:54,21.218,N,82.847,W,0
9/28/2010,19:28:53,21.217,N,82.847,W,0
9/28/2010,19:30:53,21.216,N,82.848,W,0
9/28/2010,19:32:54,21.215,N,82.848,W,0
9/28/2010,19:34:54,21.214,N,82.848,W,0
9/28/2010,19:36:53,21.213,N,82.848,W,0
9/28/2010,19:38:53,21.212,N,82.848,W,0
9/28/2010,19:40:54,21.211,N,82.849,W,0
9/28/2010,19:42:54,21.21,N,82.849,W,0
9/28/2010,19:44:53,21.209,N,82.849,W,0
9/28/2010,19:46:53,21.208,N,82.849,W,0
9/28/2010,19:48:54,21.207,N,82.849,W,0
9/28/2010,19:50:54,21.206,N,82.85,W,0
9/28/2010,19:52:53,21.205,N,82.85,W,0
9/28/2010,19:54:54,21.204,N,82.85,W,0
9/28/2010,19:56:54,21.203,N,82.85,W,0
9/28/2010,19:58:53,21.203,N,82.85,W,0
9/28/2010,20:00:53,21.202,N,82.851,W,0
9/28/2010,20:02:54,21.201,N,82.851,W,0
9/28/2010,20:04:54,21.2,N,82.851,W,0
9/28/2010,20:06:53,21.199,N,82.851,W,0
9/28/2010,20:08:53,21.198,N,82.851,W,0
9/28/2010,20:10:54,21.198,N,82.851,W,0
9/28/2010,20:12:54,21.197,N,82.851,W,0
9/28/2010,20:14:53,21.196,N,82.852,W,0
9/28/2010,20:16:53,21.195,N,82.852,W,0
9/28/2010,20:18:54,21.195,N,82.852,W,0
9/28/2010,20:20:54,21.194,N,82.852,W,0
9/28/2010,20:22:53,21.193,N,82.852,W,0
9/28/2010,20:24:54,21.193,N,82.852,W,0
9/28/2010,20:26:54,21.192,N,82.852,W,0
9/28/2010,20:28:53,21.191,N,82.852,W,0
9/28/2010,20:30:53,21.191,N,82.852,W,0
9/28/2010,20:32:54,21.19,N,82.853,W,0
9/28/2010,20:34:54,21.19,N,82.853,W,0
9/28/2010,20:36:53,21.189,N,82.853,W,0
9/28/2010,20:38:53,21.189,N,82.853,W,0
9/28/2010,20:40:54,21.188,N,82.853,W,0
9/28/2010,20:42:54,21.188,N,82.853,W,0
9/28/2010,20:44:53,21.187,N,82.853,W,0
9/28/2010,20:46:53,21.187,N,82.853,W,0
9/28/2010,20:48:54,21.186,N,82.853,W,0
9/28/2010,20:50:54,21.186,N,82.853,W,0
9/28/2010,20:52:53,21.185,N,82.853,W,0
9/28/2010,20:54:54,21.185,N,82.853,W,0
9/28/2010,20:56:54,21.185,N,82.853,W,0
9/28/2010,20:58:53,21.184,N,82.853,W,0
9/28/2010,21:00:53,21.184,N,82.853,W,0
9/28/2010,21:02:54,21.184,N,82.853,W,0
9/28/2010,21:04:54,21.183,N,82.853,W,0
9/28/2010,21:06:53,21.183,N,82.853,W,0
9/28/2010,21:08:53,21.183,N,82.853,W,0
9/28/2010,21:10:54,21.183,N,82.853,W,0
9/28/2010,21:12:54,21.182,N,82.853,W,0
9/28/2010,21:14:53,21.182,N,82.853,W,0
9/28/2010,21:16:53,21.182,N,82.853,W,0
9/28/2010,21:18:54,21.182,N,82.853,W,0
9/28/2010,21:20:54,21.182,N,82.853,W,0
9/28/2010,21:22:53,21.182,N,82.853,W,0
9/28/2010,21:24:54,21.182,N,82.853,W,0
9/28/2010,21:26:54,21.182,N,82.853,W,0
9/28/2010,21:28:53,21.182,N,82.852,W,0
9/28/2010,21:30:53,21.182,N,82.852,W,0
9/28/2010,21:32:54,21.182,N,82.852,W,0
9/28/2010,21:34:54,21.182,N,82.852,W,0
9/28/2010,21:36:53,21.182,N,82.852,W,0
9/28/2010,21:38:53,21.182,N,82.852,W,0
9/28/2010,21:40:54,21.182,N,82.852,W,0
9/28/2010,21:42:54,21.182,N,82.852,W,0
9/28/2010,21:44:53,21.182,N,82.851,W,0
9/28/2010,21:46:53,21.183,N,82.851,W,0
9/28/2010,21:48:54,21.183,N,82.851,W,0
9/28/2010,21:50:54,21.183,N,82.851,W,0
9/28/2010,21:52:53,21.183,N,82.851,W,0
9/28/2010,21:54:54,21.184,N,82.851,W,0
9/28/2010,21:56:54,21.184,N,82.85,W,0
9/28/2010,21:58:53,21.184,N,82.85,W,0
9/28/2010,22:00:53,21.185,N,82.85,W,0
9/28/2010,22:02:54,21.185,N,82.85,W,0
9/28/2010,22:04:54,21.186,N,82.849,W,0
9/28/2010,22:06:53,21.186,N,82.849,W,0
9/28/2010,22:08:53,21.187,N,82.849,W,0
9/28/2010,22:10:54,21.187,N,82.849,W,0
9/28/2010,22:12:54,21.188,N,82.848,W,0
9/28/2010,22:14:53,21.188,N,82.848,W,0
9/28/2010,22:16:53,21.189,N,82.848,W,0
9/28/2010,22:18:54,21.19,N,82.848,W,0
9/28/2010,22:20:54,21.19,N,82.847,W,0
9/28/2010,22:22:53,21.191,N,82.847,W,0
9/28/2010,22:24:54,21.192,N,82.847,W,0
9/28/2010,22:26:54,21.193,N,82.846,W,0
9/28/2010,22:28:53,21.193,N,82.846,W,0
9/28/2010,22:30:53,21.194,N,82.846,W,0
9/28/2010,22:32:54,21.195,N,82.845,W,0
9/28/2010,22:34:54,21.196,N,82.845,W,0
9/28/2010,22:36:53,21.197,N,82.845,W,0
9/28/2010,22:38:53,21.198,N,82.844,W,0
9/28/2010,22:40:54,21.199,N,82.844,W,0
9/28/2010,22:42:54,21.2,N,82.843,W,0
9/28/2010,22:44:53,21.201,N,82.843,W,0
9/28/2010,22:46:53,21.202,N,82.842,W,0
9/28/2010,22:48:54,21.203,N,82.842,W,0
9/28/2010,22:50:54,21.204,N,82.842,W,0
9/28/2010,22:52:53,21.206,N,82.841,W,0
9/28/2010,22:54:54,21.207,N,82.841,W,0
9/28/2010,22:56:54,21.208,N,82.84,W,0
9/28/2010,22:58:53,21.209,N,82.84,W,0
9/28/2010,23:00:53,21.211,N,82.839,W,0
9/28/2010,23:02:54,21.212,N,82.839,W,0
9/28/2010,23:04:54,21.213,N,82.838,W,0
9/28/2010,23:06:53,21.215,N,82.838,W,0
9/28/2010,23:08:53,21.216,N,82.837,W,0
9/28/2010,23:10:54,21.218,N,82.837,W,0
9/28/2010,23:12:54,21.219,N,82.836,W,0
9/28/2010,23:14:53,21.221,N,82.835,W,0
9/28/2010,23:16:53,21.223,N,82.835,W,0
9/28/2010,23:18:54,21.224,N,82.834,W,0
9/28/2010,23:20:54,21.226,N,82.834,W,0
9/28/2010,23:22:53,21.228,N,82.833,W,0
9/28/2010,23:24:54,21.229,N,82.832,W,0
9/28/2010,23:26:54,21.231,N,82.832,W,0
9/28/2010,23:28:53,21.233,N,82.831,W,0
9/28/2010,23:30:53,21.235,N,82.83,W,0
9/28/2010,23:32:54,21.237,N,82.83,W,0
9/28/2010,23:34:54,21.239,N,82.829,W,0
9/28/2010,23:36:53,21.241,N,82.828,W,0
9/28/2010,23:38:53,21.243,N,82.828,W,0
9/28/2010,23:40:54,21.245,N,82.827,W,0
9/28/2010,23:42:54,21.247,N,82.826,W,0
9/28/2010,23:44:53,21.249,N,82.825,W,0
9/28/2010,23:46:53,21.251,N,82.825,W,0
9/28/2010,23:48:54,21.254,N,82.824,W,0
9/28/2010,23:50:54,21.256,N,82.823,W,0
9/28/2010,23:52:53,21.258,N,82.822,W,0
9/28/2010,23:54:54,21.26,N,82.821,W,0
9/28/2010,23:56:54,21.263,N,82.821,W,0
9/28/2010,23:58:53,21.265,N,82.82,W,0
9/29/2010,0:00:53,21.268,N,82.819,W,0
9/29/2010,0:02:54,21.27,N,82.818,W,0
9/29/2010,0:04:54,21.273,N,82.817,W,0
9/29/2010,0:06:53,21.275,N,82.816,W,0
9/29/2010,0:08:53,21.278,N,82.815,W,0
9/29/2010,0:10:54,21.281,N,82.814,W,0
9/29/2010,0:12:54,21.283,N,82.814,W,0
9/29/2010,0:14:53,21.286,N,82.813,W,0
9/29/2010,0:16:53,21.289,N,82.812,W,0
9/29/2010,0:18:54,21.292,N,82.811,W,0
9/29/2010,0:20:54,21.295,N,82.81,W,0
9/29/2010,0:22:53,21.298,N,82.809,W,0
9/29/2010,0:24:54,21.301,N,82.808,W,0
9/29/2010,0:26:54,21.304,N,82.807,W,0
9/29/2010,0:28:53,21.307,N,82.806,W,0
9/29/2010,0:30:53,21.31,N,82.805,W,0
9/29/2010,0:32:54,21.313,N,82.804,W,0
9/29/2010,0:34:54,21.316,N,82.802,W,0
9/29/2010,0:36:53,21.319,N,82.801,W,0
9/29/2010,0:38:53,21.323,N,82.8,W,0
9/29/2010,0:40:54,21.326,N,82.799,W,0
9/29/2010,0:42:54,21.329,N,82.798,W,0
9/29/2010,0:44:53,21.333,N,82.797,W,0
9/29/2010,0:46:53,21.336,N,82.796,W,0
9/29/2010,0:48:54,21.34,N,82.795,W,0
9/29/2010,0:50:54,21.343,N,82.793,W,0
9/29/2010,0:52:53,21.347,N,82.792,W,0
9/29/2010,0:54:54,21.351,N,82.791,W,0
9/29/2010,0:56:54,21.354,N,82.79,W,0
9/29/2010,0:58:53,21.358,N,82.789,W,0
9/29/2010,1:00:53,21.362,N,82.787,W,0
9/29/2010,1:02:54,21.366,N,82.786,W,0
9/29/2010,1:04:54,21.37,N,82.785,W,0
9/29/2010,1:06:53,21.374,N,82.783,W,0
9/29/2010,1:08:53,21.378,N,82.782,W,0
9/29/2010,1:10:54,21.382,N,82.781,W,0
9/29/2010,1:12:54,21.386,N,82.779,W,0
9/29/2010,1:14:53,21.39,N,82.778,W,0
9/29/2010,1:16:53,21.394,N,82.777,W,0
9/29/2010,1:18:54,21.398,N,82.775,W,0
9/29/2010,1:20:54,21.403,N,82.774,W,0
9/29/2010,1:22:53,21.407,N,82.772,W,0
9/29/2010,1:24:54,21.411,N,82.771,W,0
9/29/2010,1:26:54,21.416,N,82.77,W,0
9/29/2010,1:28:53,21.42,N,82.768,W,0
9/29/2010,1:30:53,21.425,N,82.767,W,0
9/29/2010,1:32:54,21.43,N,82.765,W,0
9/29/2010,1:34:54,21.434,N,82.764,W,0
9/29/2010,1:36:53,21.439,N,82.762,W,0
9/29/2010,1:38:53,21.444,N,82.761,W,0
9/29/2010,1:40:54,21.448,N,82.759,W,0
9/29/2010,1:42:54,21.453,N,82.757,W,0
9/29/2010,1:44:53,21.458,N,82.756,W,0
9/29/2010,1:46:53,21.463,N,82.754,W,0
9/29/2010,1:48:54,21.468,N,82.753,W,0
9/29/2010,1:50:54,21.473,N,82.751,W,0
9/29/2010,1:52:53,21.478,N,82.749,W,0
9/29/2010,1:54:54,21.484,N,82.748,W,0
9/29/2010,1:56:54,21.489,N,82.746,W,0
9/29/2010,1:58:53,21.494,N,82.744,W,0
9/29/2010,2:00:53,21.499,N,82.742,W,0
9/29/2010,2:02:54,21.505,N,82.741,W,0
9/29/2010,2:04:54,21.51,N,82.739,W,0
9/29/2010,2:06:53,21.516,N,82.737,W,0
9/29/2010,2:08:53,21.521,N,82.735,W,0
9/29/2010,2:10:54,21.527,N,82.734,W,0
9/29/2010,2:12:54,21.532,N,82.732,W,0
9/29/2010,2:14:53,21.538,N,82.73,W,0
9/29/2010,2:16:53,21.544,N,82.728,W,0
9/29/2010,2:18:54,21.549,N,82.726,W,0
9/29/2010,2:20:54,21.555,N,82.724,W,0
9/29/2010,2:22:53,21.561,N,82.723,W,0
9/29/2010,2:24:54,21.567,N,82.721,W,0
9/29/2010,2:26:54,21.573,N,82.719,W,0
9/29/2010,2:28:53,21.579,N,82.717,W,0
9/29/2010,2:30:53,21.585,N,82.715,W,0
9/29/2010,2:32:54,21.591,N,82.713,W,0
9/29/2010,2:34:54,21.597,N,82.711,W,0
9/29/2010,2:36:53,21.603,N,82.709,W,0
9/29/2010,2:38:53,21.609,N,82.707,W,0
9/29/2010,2:40:54,21.615,N,82.705,W,0
9/29/2010,2:42:54,21.621,N,82.703,W,0
9/29/2010,2:44:53,21.628,N,82.701,W,0
9/29/2010,2:46:53,21.634,N,82.699,W,0
9/29/2010,2:48:54,21.64,N,82.697,W,0
9/29/2010,2:50:54,21.647,N,82.694,W,0
9/29/2010,2:52:53,21.653,N,82.692,W,0
9/29/2010,2:54:54,21.66,N,82.69,W,0
9/29/2010,2:56:54,21.666,N,82.688,W,0
9/29/2010,2:58:53,21.673,N,82.686,W,0
9/29/2010,3:00:53,21.679,N,82.684,W,0
9/29/2010,3:02:54,21.686,N,82.681,W,0
9/29/2010,3:04:54,21.693,N,82.679,W,0
9/29/2010,3:06:53,21.699,N,82.677,W,0
9/29/2010,3:08:53,21.706,N,82.675,W,0
9/29/2010,3:10:54,21.713,N,82.673,W,0
9/29/2010,3:12:54,21.719,N,82.67,W,0
9/29/2010,3:14:53,21.726,N,82.668,W,0
9/29/2010,3:16:53,21.733,N,82.666,W,0
9/29/2010,3:18:54,21.74,N,82.663,W,0
9/29/2010,3:20:54,21.747,N,82.661,W,0
9/29/2010,3:22:53,21.754,N,82.659,W,0
9/29/2010,3:24:54,21.761,N,82.656,W,0
9/29/2010,3:26:54,21.768,N,82.654,W,0
9/29/2010,3:28:53,21.775,N,82.652,W,0
9/29/2010,3:30:53,21.782,N,82.649,W,0
9/29/2010,3:32:54,21.789,N,82.647,W,0
9/29/2010,3:34:54,21.796,N,82.645,W,0
9/29/2010,3:36:53,21.803,N,82.642,W,0
9/29/2010,3:38:53,21.81,N,82.64,W,0
9/29/2010,3:40:54,21.817,N,82.637,W,0
9/29/2010,3:42:54,21.825,N,82.635,W,0
9/29/2010,3:44:53,21.832,N,82.632,W,0
9/29/2010,3:46:53,21.839,N,82.63,W,0
9/29/2010,3:48:54,21.847,N,82.627,W,0
9/29/2010,3:50:54,21.854,N,82.625,W,0
9/29/2010,3:52:53,21.861,N,82.622,W,0
9/29/2010,3:54:54,21.869,N,82.62,W,0
9/29/2010,3:56:54,21.876,N,82.617,W,0
9/29/2010,3:58:53,21.883,N,82.614,W,0
9/29/2010,4:00:53,21.891,N,82.612,W,0
9/29/2010,4:02:54,21.898,N,82.609,W,0
9/29/2010,4:04:54,21.906,N,82.607,W,0
9/29/2010,4:06:53,21.913,N,82.604,W,0
9/29/2010,4:08:53,21.921,N,82.601,W,0
9/29/2010,4:10:54,21.928,N,82.599,W,0
9/29/2010,4:12:54,21.936,N,82.596,W,0
9/29/2010,4:14:53,21.943,N,82.593,W,0
9/29/2010,4:16:53,21.951,N,82.591,W,0
9/29/2010,4:18:54,21.959,N,82.588,W,0
9/29/2010,4:20:54,21.966,N,82.585,W,0
9/29/2010,4:22:53,21.974,N,82.582,W,0
9/29/2010,4:24:54,21.982,N,82.58,W,0
9/29/2010,4:26:54,21.989,N,82.577,W,0
9/29/2010,4:28:53,21.997,N,82.574,W,0
9/29/2010,4:30:53,22.005,N,82.571,W,0
9/29/2010,4:32:54,22.013,N,82.569,W,0
9/29/2010,4:34:54,22.02,N,82.566,W,0
9/29/2010,4:36:53,22.028,N,82.563,W,0
9/29/2010,4:38:53,22.036,N,82.56,W,0
9/29/2010,4:40:54,22.044,N,82.557,W,0
9/29/2010,4:42:54,22.051,N,82.554,W,0
9/29/2010,4:44:53,22.059,N,82.552,W,0
9/29/2010,4:46:53,22.067,N,82.549,W,0
9/29/2010,4:48:54,22.075,N,82.546,W,0
9/29/2010,4:50:54,22.083,N,82.543,W,0
9/29/2010,4:52:53,22.091,N,82.54,W,0
9/29/2010,4:54:54,22.099,N,82.537,W,0
9/29/2010,4:56:54,22.106,N,82.534,W,0
9/29/2010,4:58:53,22.114,N,82.531,W,0
9/29/2010,5:00:53,22.122,N,82.528,W,0
9/29/2010,5:02:54,22.13,N,82.525,W,0
9/29/2010,5:04:54,22.138,N,82.522,W,0
9/29/2010,5:06:53,22.146,N,82.519,W,0
9/29/2010,5:08:53,22.154,N,82.516,W,0
9/29/2010,5:10:54,22.162,N,82.513,W,0
9/29/2010,5:12:54,22.17,N,82.51,W,0
9/29/2010,5:14:53,22.178,N,82.507,W,0
9/29/2010,5:16:53,22.186,N,82.504,W,0
9/29/2010,5:18:54,22.194,N,82.501,W,0
9/29/2010,5:20:54,22.202,N,82.498,W,0
9/29/2010,5:22:53,22.21,N,82.495,W,0
9/29/2010,5:24:54,22.218,N,82.491,W,0
9/29/2010,5:26:54,22.226,N,82.488,W,0
9/29/2010,5:28:53,22.234,N,82.485,W,0
9/29/2010,5:30:53,22.242,N,82.482,W,0
9/29/2010,5:32:54,22.25,N,82.479,W,0
9/29/2010,5:34:54,22.258,N,82.476,W,0
9/29/2010,5:36:53,22.266,N,82.473,W,0
9/29/2010,5:38:53,22.274,N,82.469,W,0
9/29/2010,5:40:54,22.282,N,82.466,W,0
9/29/2010,5:42:54,22.29,N,82.463,W,0
9/29/2010,5:44:53,22.298,N,82.46,W,0
9/29/2010,5:46:53,22.306,N,82.456,W,0
9/29/2010,5:48:54,22.314,N,82.453,W,0
9/29/2010,5:50:54,22.322,N,82.45,W,0
9/29/2010,5:52:53,22.33,N,82.447,W,0
9/29/2010,5:54:54,22.338,N,82.443,W,0
9/29/2010,5:56:54,22.346,N,82.44,W,0
9/29/2010,5:58:53,22.354,N,82.437,W,0
9/29/2010,6:00:53,22.362,N,82.433,W,0
9/29/2010,6:02:54,22.37,N,82.43,W,0
9/29/2010,6:04:54,22.378,N,82.427,W,0
9/29/2010,6:06:53,22.386,N,82.423,W,0
9/29/2010,6:08:53,22.394,N,82.42,W,0
9/29/2010,6:10:54,22.402,N,82.417,W,0
9/29/2010,6:12:54,22.41,N,82.413,W,0
9/29/2010,6:14:53,22.418,N,82.41,W,0
9/29/2010,6:16:53,22.426,N,82.406,W,0
9/29/2010,6:18:54,22.434,N,82.403,W,0
9/29/2010,6:20:54,22.442,N,82.4,W,0
9/29/2010,6:22:53,22.45,N,82.396,W,0
9/29/2010,6:24:54,22.458,N,82.393,W,0
9/29/2010,6:26:54,22.466,N,82.389,W,0
9/29/2010,6:28:53,22.474,N,82.386,W,0
9/29/2010,6:30:53,22.482,N,82.382,W,0
9/29/2010,6:32:54,22.49,N,82.379,W,0
9/29/2010,6:34:54,22.497,N,82.375,W,0
9/29/2010,6:36:53,22.505,N,82.372,W,0
9/29/2010,6:38:53,22.513,N,82.368,W,0
9/29/2010,6:40:54,22.521,N,82.365,W,0
9/29/2010,6:42:54,22.529,N,82.361,W,0
9/29/2010,6:44:53,22.537,N,82.358,W,0
9/29/2010,6:46:53,22.544,N,82.354,W,0
9/29/2010,6:48:54,22.552,N,82.35,W,0
9/29/2010,6:50:54,22.56,N,82.347,W,0
9/29/2010,6:52:53,22.568,N,82.343,W,0
9/29/2010,6:54:54,22.576,N,82.34,W,0
9/29/2010,6:56:54,22.583,N,82.336,W,0
9/29/2010,6:58:53,22.591,N,82.332,W,0
9/29/2010,7:00:53,22.599,N,82.329,W,0
9/29/2010,7:02:54,22.606,N,82.325,W,0
9/29/2010,7:04:54,22.614,N,82.322,W,0
9/29/2010,7:06:53,22.622,N,82.318,W,0
9/29/2010,7:08:53,22.629,N,82.314,W,0
9/29/2010,7:10:54,22.637,N,82.311,W,0
9/29/2010,7:12:54,22.645,N,82.307,W,0
9/29/2010,7:14:53,22.652,N,82.303,W,0
9/29/2010,7:16:53,22.66,N,82.299,W,0
9/29/2010,7:18:54,22.667,N,82.296,W,0
9/29/2010,7:20:54,22.675,N,82.292,W,0
9/29/2010,7:22:53,22.682,N,82.288,W,0
9/29/2010,7:24:54,22.69,N,82.284,W,0
9/29/2010,7:26:54,22.697,N,82.281,W,0
9/29/2010,7:28:53,22.705,N,82.277,W,0
9/29/2010,7:30:53,22.712,N,82.273,W,0
9/29/2010,7:32:54,22.72,N,82.269,W,0
9/29/2010,7:34:54,22.727,N,82.266,W,0
9/29/2010,7:36:53,22.734,N,82.262,W,0
9/29/2010,7:38:53,22.742,N,82.258,W,0
9/29/2010,7:40:54,22.749,N,82.254,W,0
9/29/2010,7:42:54,22.756,N,82.25,W,0
9/29/2010,7:44:53,22.763,N,82.246,W,0
9/29/2010,7:46:53,22.771,N,82.243,W,0
9/29/2010,7:48:54,22.778,N,82.239,W,0
9/29/2010,7:50:54,22.785,N,82.235,W,0
9/29/2010,7:52:53,22.792,N,82.231,W,0
9/29/2010,7:54:54,22.799,N,82.227,W,0
9/29/2010,7:56:54,22.806,N,82.223,W,0
9/29/2010,7:58:53,22.813,N,82.219,W,0
9/29/2010,8:00:53,22.82,N,82.215,W,0
9/29/2010,8:02:53,22.827,N,82.212,W,0
9/29/2010,8:04:53,22.834,N,82.208,W,0
9/29/2010,8:06:54,22.841,N,82.204,W,0
9/29/2010,8:08:54,22.848,N,82.2,W,0
9/29/2010,8:10:54,22.855,N,82.196,W,0
9/29/2010,8:12:54,22.862,N,82.192,W,0
9/29/2010,8:14:53,22.869,N,82.188,W,0
9/29/2010,8:16:53,22.876,N,82.184,W,0
9/29/2010,8:18:53,22.882,N,82.18,W,0
9/29/2010,8:20:53,22.889,N,82.176,W,0
9/29/2010,8:22:54,22.896,N,82.172,W,0
9/29/2010,8:24:54,22.902,N,82.168,W,0
9/29/2010,8:26:54,22.909,N,82.164,W,0
9/29/2010,8:28:53,22.916,N,82.16,W,0
9/29/2010,8:30:53,22.922,N,82.156,W,0
9/29/2010,8:32:53,22.929,N,82.152,W,0
9/29/2010,8:34:53,22.935,N,82.148,W,0
9/29/2010,8:36:54,22.942,N,82.144,W,0
9/29/2010,8:38:54,22.948,N,82.14,W,0
9/29/2010,8:40:54,22.954,N,82.135,W,0
9/29/2010,8:42:54,22.961,N,82.131,W,0
9/29/2010,8:44:53,22.967,N,82.127,W,0
9/29/2010,8:46:53,22.973,N,82.123,W,0
9/29/2010,8:48:53,22.979,N,82.119,W,0
9/29/2010,8:50:53,22.985,N,82.115,W,0
9/29/2010,8:52:54,22.992,N,82.111,W,0
9/29/2010,8:54:54,22.998,N,82.107,W,0
9/29/2010,8:56:54,23.004,N,82.103,W,0
9/29/2010,8:58:53,23.01,N,82.098,W,0
9/29/2010,9:00:53,23.016,N,82.094,W,0
9/29/2010,9:02:53,23.022,N,82.09,W,0
9/29/2010,9:04:53,23.027,N,82.086,W,0
9/29/2010,9:06:54,23.033,N,82.082,W,0
9/29/2010,9:08:54,23.039,N,82.078,W,0
9/29/2010,9:10:54,23.045,N,82.073,W,0
9/29/2010,9:12:54,23.05,N,82.069,W,0
9/29/2010,9:14:53,23.056,N,82.065,W,0
9/29/2010,9:16:53,23.062,N,82.061,W,0
9/29/2010,9:18:53,23.067,N,82.057,W,0
9/29/2010,9:20:53,23.073,N,82.052,W,0
9/29/2010,9:22:54,23.078,N,82.048,W,0
9/29/2010,9:24:54,23.084,N,82.044,W,0
9/29/2010,9:26:54,23.089,N,82.04,W,0
9/29/2010,9:28:53,23.094,N,82.035,W,0
9/29/2010,9:30:53,23.1,N,82.031,W,0
9/29/2010,9:32:53,23.105,N,82.027,W,0
9/29/2010,9:34:53,23.11,N,82.023,W,0
9/29/2010,9:36:54,23.115,N,82.018,W,0
9/29/2010,9:38:54,23.12,N,82.014,W,0
9/29/2010,9:40:54,23.125,N,82.01,W,0
9/29/2010,9:42:54,23.13,N,82.005,W,0
9/29/2010,9:44:53,23.135,N,82.001,W,0
9/29/2010,9:46:53,23.14,N,81.997,W,0
9/29/2010,9:48:53,23.145,N,81.992,W,0
9/29/2010,9:50:53,23.15,N,81.988,W,0
9/29/2010,9:52:54,23.155,N,81.984,W,0
9/29/2010,9:54:54,23.159,N,81.979,W,0
9/29/2010,9:56:54,23.164,N,81.975,W,0
9/29/2010,9:58:53,23.169,N,81.971,W,0
9/29/2010,10:00:53,23.173,N,81.966,W,0
9/29/2010,10:02:53,23.178,N,81.962,W,0
9/29/2010,10:04:53,23.182,N,81.958,W,0
9/29/2010,10:06:54,23.187,N,81.953,W,0
9/29/2010,10:08:54,23.191,N,81.949,W,0
9/29/2010,10:10:54,23.196,N,81.945,W,0
9/29/2010,10:12:54,23.2,N,81.94,W,0
