Track,for,Earl,2010,,
8/30/2010,5:38:32,18.056,N,61.8,W
8/30/2010,5:40:32,18.058,N,61.807,W
8/30/2010,5:42:32,18.059,N,61.814,W
8/30/2010,5:44:31,18.061,N,61.821,W
8/30/2010,5:46:31,18.063,N,61.828,W
8/30/2010,5:48:31,18.064,N,61.835,W
8/30/2010,5:50:32,18.066,N,61.842,W
8/30/2010,5:52:32,18.067,N,61.849,W
8/30/2010,5:54:32,18.069,N,61.856,W
8/30/2010,5:56:32,18.071,N,61.863,W
8/30/2010,5:58:31,18.072,N,61.869,W
8/30/2010,6:00:31,18.074,N,61.876,W
8/30/2010,6:02:31,18.075,N,61.882,W
8/30/2010,6:04:31,18.077,N,61.889,W
8/30/2010,6:06:32,18.079,N,61.895,W
8/30/2010,6:08:32,18.08,N,61.901,W
8/30/2010,6:10:32,18.082,N,61.908,W
8/30/2010,6:12:32,18.083,N,61.914,W
8/30/2010,6:14:31,18.085,N,61.92,W
8/30/2010,6:16:31,18.086,N,61.926,W
8/30/2010,6:18:31,18.088,N,61.932,W
8/30/2010,6:20:32,18.089,N,61.938,W
8/30/2010,6:22:32,18.091,N,61.944,W
8/30/2010,6:24:32,18.092,N,61.949,W
8/30/2010,6:26:32,18.094,N,61.955,W
8/30/2010,6:28:31,18.096,N,61.961,W
8/30/2010,6:30:31,18.097,N,61.966,W
8/30/2010,6:32:31,18.099,N,61.972,W
8/30/2010,6:34:31,18.1,N,61.977,W
8/30/2010,6:36:32,18.102,N,61.983,W
8/30/2010,6:38:32,18.103,N,61.988,W
8/30/2010,6:40:32,18.105,N,61.993,W
8/30/2010,6:42:32,18.106,N,61.999,W
8/30/2010,6:44:31,18.108,N,62.004,W
8/30/2010,6:46:31,18.109,N,62.009,W
8/30/2010,6:48:31,18.111,N,62.014,W
8/30/2010,6:50:32,18.112,N,62.019,W
8/30/2010,6:52:32,18.114,N,62.024,W
8/30/2010,6:54:32,18.115,N,62.029,W
8/30/2010,6:56:32,18.117,N,62.034,W
8/30/2010,6:58:31,18.118,N,62.039,W
8/30/2010,7:00:31,18.12,N,62.044,W
8/30/2010,7:02:31,18.121,N,62.049,W
8/30/2010,7:04:31,18.123,N,62.054,W
8/30/2010,7:06:32,18.124,N,62.059,W
8/30/2010,7:08:32,18.126,N,62.063,W
8/30/2010,7:10:32,18.128,N,62.068,W
8/30/2010,7:12:32,18.129,N,62.073,W
8/30/2010,7:14:31,18.131,N,62.077,W
8/30/2010,7:16:31,18.132,N,62.082,W
8/30/2010,7:18:31,18.134,N,62.087,W
8/30/2010,7:20:32,18.135,N,62.091,W
8/30/2010,7:22:32,18.137,N,62.096,W
8/30/2010,7:24:32,18.139,N,62.101,W
8/30/2010,7:26:32,18.14,N,62.105,W
8/30/2010,7:28:31,18.142,N,62.11,W
8/30/2010,7:30:31,18.143,N,62.114,W
8/30/2010,7:32:31,18.145,N,62.119,W
8/30/2010,7:34:31,18.147,N,62.124,W
8/30/2010,7:36:32,18.148,N,62.128,W
8/30/2010,7:38:32,18.15,N,62.133,W
8/30/2010,7:40:32,18.152,N,62.137,W
8/30/2010,7:42:32,18.153,N,62.142,W
8/30/2010,7:44:31,18.155,N,62.146,W
8/30/2010,7:46:31,18.157,N,62.151,W
8/30/2010,7:48:31,18.158,N,62.155,W
8/30/2010,7:50:32,18.16,N,62.16,W
8/30/2010,7:52:32,18.162,N,62.164,W
8/30/2010,7:54:32,18.164,N,62.169,W
8/30/2010,7:56:32,18.165,N,62.174,W
8/30/2010,7:58:31,18.167,N,62.178,W
8/30/2010,8:00:31,18.169,N,62.183,W
8/30/2010,8:02:31,18.171,N,62.187,W
8/30/2010,8:04:31,18.172,N,62.192,W
8/30/2010,8:06:32,18.174,N,62.197,W
8/30/2010,8:08:32,18.176,N,62.201,W
8/30/2010,8:10:32,18.178,N,62.206,W
8/30/2010,8:12:32,18.18,N,62.211,W
8/30/2010,8:14:31,18.182,N,62.216,W
8/30/2010,8:16:31,18.184,N,62.22,W
8/30/2010,8:18:31,18.186,N,62.225,W
8/30/2010,8:20:32,18.188,N,62.23,W
8/30/2010,8:22:32,18.19,N,62.235,W
8/30/2010,8:24:32,18.191,N,62.24,W
8/30/2010,8:26:32,18.193,N,62.245,W
8/30/2010,8:28:31,18.196,N,62.249,W
8/30/2010,8:30:31,18.198,N,62.254,W
8/30/2010,8:32:31,18.2,N,62.259,W
8/30/2010,8:34:31,18.202,N,62.265,W
8/30/2010,8:36:32,18.204,N,62.27,W
8/30/2010,8:38:32,18.206,N,62.275,W
8/30/2010,8:40:32,18.208,N,62.28,W
8/30/2010,8:42:32,18.21,N,62.285,W
8/30/2010,8:44:31,18.212,N,62.29,W
8/30/2010,8:46:31,18.215,N,62.296,W
8/30/2010,8:48:31,18.217,N,62.301,W
8/30/2010,8:50:32,18.219,N,62.307,W
8/30/2010,8:52:32,18.221,N,62.312,W
8/30/2010,8:54:32,18.224,N,62.318,W
8/30/2010,8:56:32,18.226,N,62.323,W
8/30/2010,8:58:31,18.228,N,62.329,W
8/30/2010,9:00:31,18.231,N,62.335,W
8/30/2010,9:02:31,18.233,N,62.34,W
8/30/2010,9:04:31,18.236,N,62.346,W
8/30/2010,9:06:32,18.238,N,62.352,W
8/30/2010,9:08:32,18.24,N,62.358,W
8/30/2010,9:10:32,18.243,N,62.364,W
8/30/2010,9:12:32,18.245,N,62.37,W
8/30/2010,9:14:31,18.248,N,62.376,W
8/30/2010,9:16:31,18.251,N,62.383,W
8/30/2010,9:18:31,18.253,N,62.389,W
8/30/2010,9:20:32,18.256,N,62.395,W
8/30/2010,9:22:32,18.258,N,62.402,W
8/30/2010,9:24:32,18.261,N,62.408,W
8/30/2010,9:26:32,18.264,N,62.414,W
8/30/2010,9:28:31,18.267,N,62.421,W
8/30/2010,9:30:31,18.269,N,62.428,W
8/30/2010,9:32:31,18.272,N,62.434,W
8/30/2010,9:34:31,18.275,N,62.441,W
8/30/2010,9:36:32,18.278,N,62.448,W
8/30/2010,9:38:32,18.28,N,62.454,W
8/30/2010,9:40:32,18.283,N,62.461,W
8/30/2010,9:42:32,18.286,N,62.468,W
8/30/2010,9:44:31,18.289,N,62.475,W
8/30/2010,9:46:31,18.292,N,62.482,W
8/30/2010,9:48:31,18.295,N,62.489,W
8/30/2010,9:50:32,18.298,N,62.496,W
8/30/2010,9:52:32,18.301,N,62.503,W
8/30/2010,9:54:32,18.304,N,62.511,W
8/30/2010,9:56:32,18.307,N,62.518,W
8/30/2010,9:58:31,18.31,N,62.525,W
8/30/2010,10:00:31,18.313,N,62.532,W
8/30/2010,10:02:31,18.316,N,62.54,W
8/30/2010,10:04:31,18.319,N,62.547,W
8/30/2010,10:06:32,18.322,N,62.554,W
8/30/2010,10:08:32,18.325,N,62.562,W
8/30/2010,10:10:32,18.328,N,62.569,W
8/30/2010,10:12:32,18.331,N,62.577,W
8/30/2010,10:14:31,18.334,N,62.585,W
8/30/2010,10:16:31,18.337,N,62.592,W
8/30/2010,10:18:31,18.341,N,62.6,W
8/30/2010,10:20:32,18.344,N,62.608,W
8/30/2010,10:22:32,18.347,N,62.615,W
8/30/2010,10:24:32,18.35,N,62.623,W
8/30/2010,10:26:32,18.353,N,62.631,W
8/30/2010,10:28:31,18.357,N,62.639,W
8/30/2010,10:30:31,18.36,N,62.647,W
8/30/2010,10:32:31,18.363,N,62.654,W
8/30/2010,10:34:31,18.366,N,62.662,W
8/30/2010,10:36:32,18.37,N,62.67,W
8/30/2010,10:38:32,18.373,N,62.678,W
8/30/2010,10:40:32,18.376,N,62.686,W
8/30/2010,10:42:32,18.38,N,62.694,W
8/30/2010,10:44:31,18.383,N,62.702,W
8/30/2010,10:46:31,18.386,N,62.71,W
8/30/2010,10:48:31,18.39,N,62.719,W
8/30/2010,10:50:32,18.393,N,62.727,W
8/30/2010,10:52:32,18.396,N,62.735,W
8/30/2010,10:54:32,18.4,N,62.743,W
8/30/2010,10:56:32,18.403,N,62.751,W
8/30/2010,10:58:31,18.406,N,62.759,W
8/30/2010,11:00:31,18.41,N,62.768,W
8/30/2010,11:02:31,18.413,N,62.776,W
8/30/2010,11:04:31,18.417,N,62.784,W
8/30/2010,11:06:32,18.42,N,62.793,W
8/30/2010,11:08:32,18.423,N,62.801,W
8/30/2010,11:10:00,18.426,N,62.807,W
8/30/2010,11:12:00,18.429,N,62.815,W
8/30/2010,11:14:00,18.433,N,62.824,W
8/30/2010,11:15:59,18.436,N,62.832,W
8/30/2010,11:17:59,18.44,N,62.841,W
8/30/2010,11:19:59,18.443,N,62.849,W
8/30/2010,11:21:59,18.447,N,62.858,W
8/30/2010,11:24:00,18.45,N,62.866,W
8/30/2010,11:26:00,18.454,N,62.875,W
8/30/2010,11:28:00,18.457,N,62.883,W
8/30/2010,11:30:00,18.461,N,62.892,W
8/30/2010,11:31:59,18.464,N,62.9,W
8/30/2010,11:33:59,18.468,N,62.909,W
8/30/2010,11:35:59,18.471,N,62.917,W
8/30/2010,11:38:00,18.475,N,62.926,W
8/30/2010,11:40:00,18.478,N,62.934,W
8/30/2010,11:42:00,18.482,N,62.942,W
8/30/2010,11:44:00,18.485,N,62.951,W
8/30/2010,11:45:59,18.489,N,62.959,W
8/30/2010,11:47:59,18.492,N,62.968,W
8/30/2010,11:49:59,18.496,N,62.976,W
8/30/2010,11:51:59,18.499,N,62.985,W
8/30/2010,11:54:00,18.503,N,62.993,W
8/30/2010,11:55:49,18.506,N,63.001,W
8/30/2010,11:57:49,18.505,N,63.009,W
8/30/2010,11:59:48,18.504,N,63.017,W
8/30/2010,12:01:48,18.502,N,63.026,W
8/30/2010,12:03:48,18.5,N,63.034,W
8/30/2010,12:05:48,18.497,N,63.042,W
8/30/2010,12:07:49,18.494,N,63.05,W
8/30/2010,12:09:49,18.491,N,63.058,W
8/30/2010,12:11:49,18.487,N,63.066,W
8/30/2010,12:13:49,18.483,N,63.074,W
8/30/2010,12:15:48,18.478,N,63.081,W
8/30/2010,12:17:48,18.474,N,63.089,W
8/30/2010,12:19:48,18.469,N,63.097,W
8/30/2010,12:21:48,18.464,N,63.104,W
8/30/2010,12:22:16,18.463,N,63.106,W
8/30/2010,12:24:16,18.461,N,63.114,W
8/30/2010,12:26:16,18.458,N,63.121,W
8/30/2010,12:28:16,18.456,N,63.129,W
8/30/2010,12:30:15,18.454,N,63.136,W
8/30/2010,12:32:15,18.452,N,63.143,W
8/30/2010,12:34:15,18.451,N,63.15,W
8/30/2010,12:36:15,18.45,N,63.158,W
8/30/2010,12:38:16,18.449,N,63.165,W
8/30/2010,12:40:16,18.448,N,63.171,W
8/30/2010,12:42:16,18.447,N,63.178,W
8/30/2010,12:44:15,18.447,N,63.185,W
8/30/2010,12:46:15,18.447,N,63.191,W
8/30/2010,12:48:15,18.448,N,63.198,W
8/30/2010,12:50:15,18.448,N,63.204,W
8/30/2010,12:52:16,18.449,N,63.21,W
8/30/2010,12:54:16,18.45,N,63.216,W
8/30/2010,12:56:16,18.452,N,63.222,W
8/30/2010,12:58:16,18.454,N,63.228,W
8/30/2010,13:00:15,18.457,N,63.233,W
8/30/2010,13:02:15,18.459,N,63.239,W
8/30/2010,13:04:15,18.463,N,63.244,W
8/30/2010,13:06:15,18.466,N,63.249,W
8/30/2010,13:08:16,18.47,N,63.254,W
8/30/2010,13:10:16,18.475,N,63.258,W
8/30/2010,13:12:16,18.479,N,63.263,W
8/30/2010,13:14:15,18.485,N,63.267,W
8/30/2010,13:16:15,18.49,N,63.272,W
8/30/2010,13:18:15,18.496,N,63.276,W
8/30/2010,13:20:15,18.502,N,63.28,W
8/30/2010,13:22:16,18.509,N,63.284,W
8/30/2010,13:24:16,18.515,N,63.288,W
8/30/2010,13:26:16,18.522,N,63.291,W
8/30/2010,13:28:16,18.529,N,63.295,W
8/30/2010,13:30:15,18.537,N,63.299,W
8/30/2010,13:32:15,18.544,N,63.302,W
8/30/2010,13:34:15,18.552,N,63.306,W
8/30/2010,13:36:15,18.56,N,63.309,W
8/30/2010,13:38:16,18.568,N,63.313,W
8/30/2010,13:40:16,18.576,N,63.317,W
8/30/2010,13:41:34,18.581,N,63.319,W
8/30/2010,13:43:34,18.585,N,63.325,W
8/30/2010,13:45:35,18.588,N,63.332,W
8/30/2010,13:47:35,18.592,N,63.338,W
8/30/2010,13:49:35,18.596,N,63.344,W
8/30/2010,13:51:34,18.6,N,63.351,W
8/30/2010,13:53:34,18.604,N,63.357,W
8/30/2010,13:55:34,18.608,N,63.364,W
8/30/2010,13:57:34,18.612,N,63.371,W
8/30/2010,13:59:35,18.616,N,63.378,W
8/30/2010,14:01:35,18.621,N,63.384,W
8/30/2010,14:03:35,18.625,N,63.391,W
8/30/2010,14:05:35,18.629,N,63.398,W
8/30/2010,14:07:34,18.634,N,63.405,W
8/30/2010,14:09:34,18.638,N,63.413,W
8/30/2010,14:11:34,18.642,N,63.42,W
8/30/2010,14:13:34,18.647,N,63.427,W
8/30/2010,14:15:35,18.651,N,63.434,W
8/30/2010,14:17:35,18.656,N,63.442,W
8/30/2010,14:19:35,18.661,N,63.449,W
8/30/2010,14:21:34,18.665,N,63.456,W
8/30/2010,14:23:34,18.67,N,63.464,W
8/30/2010,14:25:34,18.675,N,63.471,W
8/30/2010,14:27:34,18.679,N,63.479,W
8/30/2010,14:29:35,18.684,N,63.487,W
8/30/2010,14:31:35,18.689,N,63.494,W
8/30/2010,14:33:35,18.694,N,63.502,W
8/30/2010,14:35:35,18.698,N,63.51,W
8/30/2010,14:37:34,18.703,N,63.517,W
8/30/2010,14:39:34,18.708,N,63.525,W
8/30/2010,14:41:34,18.713,N,63.533,W
8/30/2010,14:43:34,18.717,N,63.541,W
8/30/2010,14:45:35,18.722,N,63.548,W
8/30/2010,14:47:35,18.727,N,63.556,W
8/30/2010,14:49:35,18.732,N,63.564,W
8/30/2010,14:51:34,18.737,N,63.572,W
8/30/2010,14:53:34,18.741,N,63.58,W
8/30/2010,14:55:34,18.746,N,63.588,W
8/30/2010,14:57:34,18.751,N,63.596,W
8/30/2010,14:59:35,18.756,N,63.604,W
8/30/2010,15:01:35,18.76,N,63.611,W
8/30/2010,15:03:35,18.765,N,63.619,W
8/30/2010,15:05:35,18.77,N,63.627,W
8/30/2010,15:07:34,18.774,N,63.635,W
8/30/2010,15:09:34,18.779,N,63.643,W
8/30/2010,15:11:34,18.783,N,63.651,W
8/30/2010,15:13:34,18.788,N,63.659,W
8/30/2010,15:15:35,18.792,N,63.667,W
8/30/2010,15:17:35,18.797,N,63.674,W
8/30/2010,15:19:35,18.801,N,63.682,W
8/30/2010,15:21:34,18.805,N,63.69,W
8/30/2010,15:23:34,18.81,N,63.698,W
8/30/2010,15:25:34,18.814,N,63.706,W
8/30/2010,15:27:29,18.818,N,63.713,W
8/30/2010,15:29:29,18.822,N,63.72,W
8/30/2010,15:31:30,18.826,N,63.728,W
8/30/2010,15:33:30,18.83,N,63.735,W
8/30/2010,15:35:30,18.834,N,63.743,W
8/30/2010,15:37:30,18.838,N,63.75,W
8/30/2010,15:39:29,18.842,N,63.757,W
8/30/2010,15:41:29,18.845,N,63.765,W
8/30/2010,15:43:29,18.849,N,63.772,W
8/30/2010,15:45:30,18.853,N,63.779,W
8/30/2010,15:47:30,18.857,N,63.787,W
8/30/2010,15:49:30,18.86,N,63.794,W
8/30/2010,15:51:30,18.864,N,63.801,W
8/30/2010,15:53:29,18.868,N,63.809,W
8/30/2010,15:55:29,18.871,N,63.816,W
8/30/2010,15:57:29,18.875,N,63.823,W
8/30/2010,15:59:29,18.879,N,63.831,W
8/30/2010,16:01:30,18.882,N,63.838,W
8/30/2010,16:03:30,18.886,N,63.845,W
8/30/2010,16:05:30,18.889,N,63.853,W
8/30/2010,16:07:30,18.892,N,63.86,W
8/30/2010,16:09:29,18.896,N,63.867,W
8/30/2010,16:11:29,18.899,N,63.875,W
8/30/2010,16:13:29,18.902,N,63.882,W
8/30/2010,16:15:29,18.906,N,63.889,W
8/30/2010,16:17:29,18.909,N,63.897,W
8/30/2010,16:19:29,18.912,N,63.904,W
8/30/2010,16:21:29,18.915,N,63.911,W
8/30/2010,16:23:30,18.918,N,63.918,W
8/30/2010,16:25:30,18.922,N,63.926,W
8/30/2010,16:27:30,18.925,N,63.933,W
8/30/2010,16:29:30,18.928,N,63.94,W
8/30/2010,16:31:30,18.931,N,63.948,W
8/30/2010,16:33:30,18.934,N,63.955,W
8/30/2010,16:35:30,18.937,N,63.962,W
8/30/2010,16:37:30,18.939,N,63.969,W
8/30/2010,16:39:29,18.942,N,63.977,W
8/30/2010,16:41:29,18.945,N,63.984,W
8/30/2010,16:43:29,18.948,N,63.991,W
8/30/2010,16:45:29,18.951,N,63.998,W
8/30/2010,16:47:29,18.954,N,64.005,W
8/30/2010,16:49:29,18.956,N,64.013,W
8/30/2010,16:51:29,18.959,N,64.02,W
8/30/2010,16:53:30,18.962,N,64.027,W
8/30/2010,16:55:30,18.964,N,64.034,W
8/30/2010,16:57:30,18.967,N,64.041,W
8/30/2010,16:59:30,18.97,N,64.048,W
8/30/2010,16:59:40,18.97,N,64.049,W
8/30/2010,17:01:40,18.973,N,64.056,W
8/30/2010,17:03:40,18.977,N,64.064,W
8/30/2010,17:05:39,18.98,N,64.071,W
8/30/2010,17:07:39,18.984,N,64.078,W
8/30/2010,17:09:39,18.987,N,64.086,W
8/30/2010,17:11:39,18.99,N,64.093,W
8/30/2010,17:13:39,18.994,N,64.1,W
8/30/2010,17:15:39,18.997,N,64.108,W
8/30/2010,17:17:39,19.001,N,64.115,W
8/30/2010,17:19:39,19.004,N,64.123,W
8/30/2010,17:21:40,19.008,N,64.13,W
8/30/2010,17:23:40,19.011,N,64.137,W
8/30/2010,17:25:40,19.015,N,64.145,W
8/30/2010,17:27:40,19.018,N,64.152,W
8/30/2010,17:29:40,19.022,N,64.159,W
8/30/2010,17:31:40,19.025,N,64.167,W
8/30/2010,17:33:40,19.029,N,64.174,W
8/30/2010,17:35:39,19.032,N,64.182,W
8/30/2010,17:37:39,19.036,N,64.189,W
8/30/2010,17:39:39,19.039,N,64.196,W
8/30/2010,17:41:39,19.043,N,64.204,W
8/30/2010,17:43:39,19.046,N,64.211,W
8/30/2010,17:45:39,19.05,N,64.219,W
8/30/2010,17:47:39,19.054,N,64.226,W
8/30/2010,17:49:39,19.057,N,64.234,W
8/30/2010,17:51:40,19.061,N,64.241,W
8/30/2010,17:53:40,19.064,N,64.248,W
8/30/2010,17:55:40,19.068,N,64.256,W
8/30/2010,17:57:40,19.071,N,64.263,W
8/30/2010,17:59:40,19.075,N,64.271,W
8/30/2010,18:01:40,19.079,N,64.278,W
8/30/2010,18:03:40,19.082,N,64.286,W
8/30/2010,18:05:39,19.086,N,64.293,W
8/30/2010,18:07:39,19.09,N,64.301,W
8/30/2010,18:09:39,19.093,N,64.308,W
8/30/2010,18:11:39,19.097,N,64.315,W
8/30/2010,18:13:39,19.1,N,64.323,W
8/30/2010,18:15:39,19.104,N,64.33,W
8/30/2010,18:17:39,19.108,N,64.337,W
8/30/2010,18:19:39,19.111,N,64.345,W
8/30/2010,18:21:40,19.115,N,64.352,W
8/30/2010,18:23:40,19.118,N,64.36,W
8/30/2010,18:25:40,19.122,N,64.367,W
8/30/2010,18:27:40,19.126,N,64.374,W
8/30/2010,18:29:40,19.129,N,64.381,W
8/30/2010,18:31:40,19.133,N,64.389,W
8/30/2010,18:33:40,19.136,N,64.396,W
8/30/2010,18:35:39,19.14,N,64.403,W
8/30/2010,18:37:39,19.143,N,64.41,W
8/30/2010,18:39:39,19.147,N,64.418,W
8/30/2010,18:41:39,19.15,N,64.425,W
8/30/2010,18:43:39,19.154,N,64.432,W
8/30/2010,18:45:39,19.157,N,64.439,W
8/30/2010,18:47:39,19.161,N,64.446,W
8/30/2010,18:49:39,19.164,N,64.453,W
8/30/2010,18:51:40,19.168,N,64.46,W
8/30/2010,18:53:40,19.171,N,64.467,W
8/30/2010,18:55:40,19.174,N,64.474,W
8/30/2010,18:57:40,19.178,N,64.481,W
8/30/2010,18:59:40,19.181,N,64.488,W
8/30/2010,19:01:40,19.184,N,64.495,W
8/30/2010,19:03:40,19.188,N,64.502,W
8/30/2010,19:05:39,19.191,N,64.508,W
8/30/2010,19:07:39,19.194,N,64.515,W
8/30/2010,19:09:39,19.198,N,64.522,W
8/30/2010,19:11:39,19.201,N,64.528,W
8/30/2010,19:13:39,19.204,N,64.535,W
8/30/2010,19:15:39,19.207,N,64.542,W
8/30/2010,19:17:39,19.21,N,64.548,W
8/30/2010,19:19:39,19.213,N,64.555,W
8/30/2010,19:21:40,19.216,N,64.561,W
8/30/2010,19:23:40,19.219,N,64.567,W
8/30/2010,19:25:40,19.222,N,64.574,W
8/30/2010,19:27:40,19.225,N,64.58,W
8/30/2010,19:29:40,19.228,N,64.586,W
8/30/2010,19:31:40,19.231,N,64.593,W
8/30/2010,19:33:40,19.234,N,64.599,W
8/30/2010,19:35:39,19.237,N,64.605,W
8/30/2010,19:37:39,19.239,N,64.611,W
8/30/2010,19:39:39,19.242,N,64.617,W
8/30/2010,19:41:39,19.245,N,64.623,W
8/30/2010,19:43:39,19.247,N,64.629,W
8/30/2010,19:45:39,19.25,N,64.635,W
8/30/2010,19:47:39,19.253,N,64.64,W
8/30/2010,19:49:39,19.255,N,64.646,W
8/30/2010,19:51:40,19.258,N,64.652,W
8/30/2010,19:53:40,19.26,N,64.657,W
8/30/2010,19:55:40,19.262,N,64.663,W
8/30/2010,19:57:40,19.265,N,64.668,W
8/30/2010,19:59:40,19.267,N,64.673,W
8/30/2010,20:01:40,19.269,N,64.679,W
8/30/2010,20:03:40,19.271,N,64.684,W
8/30/2010,20:05:39,19.274,N,64.689,W
8/30/2010,20:07:39,19.276,N,64.694,W
8/30/2010,20:09:39,19.278,N,64.699,W
8/30/2010,20:11:39,19.28,N,64.704,W
8/30/2010,20:13:39,19.282,N,64.709,W
8/30/2010,20:15:39,19.284,N,64.714,W
8/30/2010,20:17:39,19.285,N,64.719,W
8/30/2010,20:19:39,19.287,N,64.723,W
8/30/2010,20:21:40,19.289,N,64.728,W
8/30/2010,20:23:40,19.291,N,64.733,W
8/30/2010,20:25:40,19.292,N,64.737,W
8/30/2010,20:27:40,19.294,N,64.742,W
8/30/2010,20:29:40,19.296,N,64.746,W
8/30/2010,20:31:40,19.297,N,64.75,W
8/30/2010,20:33:40,19.299,N,64.755,W
8/30/2010,20:35:39,19.3,N,64.759,W
8/30/2010,20:37:39,19.302,N,64.763,W
8/30/2010,20:39:39,19.303,N,64.767,W
8/30/2010,20:41:39,19.304,N,64.771,W
8/30/2010,20:43:39,19.306,N,64.775,W
8/30/2010,20:45:39,19.307,N,64.779,W
8/30/2010,20:47:39,19.308,N,64.783,W
8/30/2010,20:49:39,19.309,N,64.787,W
8/30/2010,20:51:40,19.31,N,64.791,W
8/30/2010,20:53:40,19.312,N,64.795,W
8/30/2010,20:55:40,19.313,N,64.799,W
8/30/2010,20:57:40,19.314,N,64.802,W
8/30/2010,20:59:40,19.315,N,64.806,W
8/30/2010,21:01:40,19.316,N,64.809,W
8/30/2010,21:03:40,19.317,N,64.813,W
8/30/2010,21:05:39,19.318,N,64.817,W
8/30/2010,21:07:39,19.319,N,64.82,W
8/30/2010,21:09:39,19.32,N,64.823,W
8/30/2010,21:11:39,19.32,N,64.827,W
8/30/2010,21:12:55,19.321,N,64.829,W
8/30/2010,21:14:55,19.322,N,64.832,W
8/30/2010,21:16:54,19.322,N,64.835,W
8/30/2010,21:18:54,19.323,N,64.838,W
8/30/2010,21:20:54,19.323,N,64.841,W
8/30/2010,21:22:54,19.324,N,64.844,W
8/30/2010,21:24:54,19.324,N,64.847,W
8/30/2010,21:26:54,19.325,N,64.85,W
8/30/2010,21:28:54,19.325,N,64.853,W
8/30/2010,21:30:54,19.326,N,64.856,W
8/30/2010,21:32:55,19.326,N,64.859,W
8/30/2010,21:34:55,19.327,N,64.862,W
8/30/2010,21:36:55,19.327,N,64.864,W
8/30/2010,21:38:55,19.328,N,64.867,W
8/30/2010,21:40:55,19.329,N,64.87,W
8/30/2010,21:42:55,19.329,N,64.873,W
8/30/2010,21:44:55,19.33,N,64.876,W
8/30/2010,21:46:54,19.33,N,64.879,W
8/30/2010,21:48:54,19.331,N,64.882,W
8/30/2010,21:50:54,19.331,N,64.885,W
8/30/2010,21:52:54,19.332,N,64.888,W
8/30/2010,21:54:54,19.332,N,64.891,W
8/30/2010,21:56:54,19.333,N,64.894,W
8/30/2010,21:58:54,19.333,N,64.897,W
8/30/2010,22:00:54,19.334,N,64.9,W
8/30/2010,22:02:55,19.334,N,64.903,W
8/30/2010,22:04:55,19.335,N,64.906,W
8/30/2010,22:06:55,19.336,N,64.909,W
8/30/2010,22:08:55,19.336,N,64.912,W
8/30/2010,22:10:55,19.337,N,64.915,W
8/30/2010,22:12:55,19.337,N,64.918,W
8/30/2010,22:14:55,19.338,N,64.921,W
8/30/2010,22:16:54,19.338,N,64.924,W
8/30/2010,22:18:54,19.339,N,64.927,W
8/30/2010,22:20:54,19.339,N,64.929,W
8/30/2010,22:22:54,19.34,N,64.932,W
8/30/2010,22:23:18,19.34,N,64.933,W
8/30/2010,22:25:18,19.35,N,64.938,W
8/30/2010,22:27:18,19.361,N,64.943,W
8/30/2010,22:29:18,19.372,N,64.948,W
8/30/2010,22:31:18,19.382,N,64.953,W
8/30/2010,22:33:18,19.393,N,64.958,W
8/30/2010,22:35:17,19.403,N,64.963,W
8/30/2010,22:37:17,19.413,N,64.969,W
8/30/2010,22:39:17,19.423,N,64.974,W
8/30/2010,22:41:17,19.432,N,64.98,W
8/30/2010,22:43:17,19.441,N,64.986,W
8/30/2010,22:45:17,19.449,N,64.992,W
8/30/2010,22:47:17,19.457,N,64.998,W
8/30/2010,22:49:17,19.464,N,65.004,W
8/30/2010,22:51:18,19.471,N,65.01,W
8/30/2010,22:53:18,19.477,N,65.016,W
8/30/2010,22:55:18,19.482,N,65.022,W
8/30/2010,22:57:18,19.487,N,65.028,W
8/30/2010,22:59:18,19.492,N,65.035,W
8/30/2010,23:01:18,19.496,N,65.041,W
8/30/2010,23:03:18,19.499,N,65.048,W
8/30/2010,23:05:17,19.502,N,65.054,W
8/30/2010,23:07:17,19.505,N,65.061,W
8/30/2010,23:09:17,19.507,N,65.068,W
8/30/2010,23:11:17,19.509,N,65.074,W
8/30/2010,23:13:17,19.51,N,65.081,W
8/30/2010,23:14:06,19.511,N,65.084,W
8/30/2010,23:16:06,19.513,N,65.091,W
8/30/2010,23:18:06,19.514,N,65.097,W
8/30/2010,23:20:07,19.515,N,65.104,W
8/30/2010,23:22:07,19.515,N,65.111,W
8/30/2010,23:24:07,19.516,N,65.118,W
8/30/2010,23:26:07,19.516,N,65.125,W
8/30/2010,23:28:07,19.516,N,65.132,W
8/30/2010,23:30:07,19.516,N,65.139,W
8/30/2010,23:32:07,19.515,N,65.146,W
8/30/2010,23:34:07,19.515,N,65.153,W
8/30/2010,23:34:31,19.515,N,65.155,W
8/30/2010,23:36:31,19.516,N,65.162,W
8/30/2010,23:38:31,19.517,N,65.169,W
8/30/2010,23:40:31,19.518,N,65.176,W
8/30/2010,23:42:31,19.519,N,65.183,W
8/30/2010,23:44:32,19.52,N,65.191,W
8/30/2010,23:46:32,19.522,N,65.198,W
8/30/2010,23:48:32,19.524,N,65.205,W
8/30/2010,23:50:32,19.526,N,65.213,W
8/30/2010,23:52:32,19.528,N,65.22,W
8/30/2010,23:54:32,19.53,N,65.227,W
8/30/2010,23:56:32,19.532,N,65.235,W
8/30/2010,23:58:31,19.535,N,65.242,W
8/31/2010,0:00:31,19.538,N,65.25,W
8/31/2010,0:02:31,19.541,N,65.258,W
8/31/2010,0:04:31,19.545,N,65.265,W
