Track,for,Gustav,2002,,,
9/9/2002,10:34:31,31.535,N,73.292,W,2
9/9/2002,10:36:31,31.539,N,73.297,W,2
9/9/2002,10:38:31,31.542,N,73.302,W,2
9/9/2002,10:40:30,31.545,N,73.307,W,2
9/9/2002,10:42:30,31.549,N,73.312,W,2
9/9/2002,10:44:30,31.552,N,73.317,W,2
9/9/2002,10:46:30,31.555,N,73.322,W,2
9/9/2002,10:48:31,31.558,N,73.327,W,2
9/9/2002,10:50:31,31.562,N,73.332,W,2
9/9/2002,10:52:31,31.565,N,73.337,W,2
9/9/2002,10:54:31,31.568,N,73.342,W,2
9/9/2002,10:56:30,31.571,N,73.347,W,2
9/9/2002,10:58:30,31.575,N,73.353,W,2
9/9/2002,11:00:30,31.578,N,73.358,W,2
9/9/2002,11:02:30,31.581,N,73.363,W,2
9/9/2002,11:04:31,31.584,N,73.368,W,2
9/9/2002,11:06:31,31.588,N,73.373,W,2
9/9/2002,11:08:31,31.591,N,73.379,W,2
9/9/2002,11:10:30,31.594,N,73.384,W,2
9/9/2002,11:12:30,31.597,N,73.389,W,2
9/9/2002,11:14:30,31.6,N,73.395,W,2
9/9/2002,11:16:30,31.604,N,73.4,W,2
9/9/2002,11:18:31,31.607,N,73.405,W,2
9/9/2002,11:20:31,31.61,N,73.411,W,2
9/9/2002,11:22:31,31.613,N,73.416,W,2
9/9/2002,11:24:31,31.616,N,73.421,W,2
9/9/2002,11:26:30,31.619,N,73.427,W,2
9/9/2002,11:28:30,31.623,N,73.432,W,2
9/9/2002,11:30:30,31.626,N,73.438,W,2
9/9/2002,11:32:30,31.629,N,73.443,W,2
9/9/2002,11:34:31,31.632,N,73.449,W,2
9/9/2002,11:36:31,31.635,N,73.454,W,2
9/9/2002,11:38:31,31.638,N,73.46,W,2
9/9/2002,11:40:30,31.641,N,73.465,W,2
9/9/2002,11:42:30,31.645,N,73.471,W,2
9/9/2002,11:44:30,31.648,N,73.476,W,2
9/9/2002,11:46:30,31.651,N,73.482,W,2
9/9/2002,11:48:31,31.654,N,73.487,W,2
9/9/2002,11:50:31,31.657,N,73.493,W,2
9/9/2002,11:52:31,31.66,N,73.498,W,2
9/9/2002,11:54:31,31.663,N,73.504,W,2
9/9/2002,11:56:30,31.666,N,73.51,W,2
9/9/2002,11:58:30,31.669,N,73.515,W,2
9/9/2002,12:00:30,31.673,N,73.521,W,2
9/9/2002,12:02:30,31.676,N,73.527,W,2
9/9/2002,12:04:31,31.679,N,73.532,W,2
9/9/2002,12:06:31,31.682,N,73.538,W,2
9/9/2002,12:08:31,31.685,N,73.544,W,2
9/9/2002,12:10:30,31.688,N,73.549,W,2
9/9/2002,12:12:30,31.691,N,73.555,W,2
9/9/2002,12:14:30,31.694,N,73.561,W,2
9/9/2002,12:16:30,31.697,N,73.566,W,2
9/9/2002,12:18:31,31.7,N,73.572,W,2
9/9/2002,12:20:31,31.703,N,73.578,W,2
9/9/2002,12:22:16,31.706,N,73.583,W,2
9/9/2002,12:24:17,31.709,N,73.589,W,2
9/9/2002,12:26:17,31.712,N,73.595,W,2
9/9/2002,12:28:17,31.715,N,73.601,W,2
9/9/2002,12:30:17,31.718,N,73.607,W,2
9/9/2002,12:32:16,31.721,N,73.613,W,2
9/9/2002,12:34:16,31.724,N,73.619,W,2
9/9/2002,12:36:16,31.727,N,73.625,W,2
9/9/2002,12:38:16,31.73,N,73.631,W,2
9/9/2002,12:40:17,31.733,N,73.636,W,2
9/9/2002,12:42:17,31.736,N,73.642,W,2
9/9/2002,12:44:17,31.739,N,73.648,W,2
9/9/2002,12:46:17,31.742,N,73.654,W,2
9/9/2002,12:48:16,31.745,N,73.66,W,2
9/9/2002,12:50:16,31.748,N,73.666,W,2
9/9/2002,12:52:16,31.751,N,73.672,W,2
9/9/2002,12:54:17,31.754,N,73.678,W,2
9/9/2002,12:56:17,31.757,N,73.684,W,2
9/9/2002,12:58:17,31.76,N,73.69,W,2
9/9/2002,13:00:17,31.763,N,73.696,W,2
9/9/2002,13:02:16,31.766,N,73.702,W,2
9/9/2002,13:04:16,31.769,N,73.708,W,2
9/9/2002,13:06:16,31.772,N,73.714,W,2
9/9/2002,13:08:16,31.775,N,73.72,W,2
9/9/2002,13:10:17,31.778,N,73.726,W,2
9/9/2002,13:12:17,31.781,N,73.732,W,2
9/9/2002,13:14:17,31.784,N,73.738,W,2
9/9/2002,13:16:17,31.787,N,73.743,W,2
9/9/2002,13:18:16,31.79,N,73.749,W,2
9/9/2002,13:20:16,31.793,N,73.755,W,2
9/9/2002,13:22:16,31.796,N,73.761,W,2
9/9/2002,13:24:17,31.799,N,73.767,W,2
9/9/2002,13:26:17,31.802,N,73.773,W,2
9/9/2002,13:28:17,31.805,N,73.779,W,2
9/9/2002,13:30:17,31.808,N,73.785,W,2
9/9/2002,13:32:16,31.811,N,73.791,W,2
9/9/2002,13:34:16,31.814,N,73.797,W,2
9/9/2002,13:36:16,31.817,N,73.803,W,2
9/9/2002,13:38:16,31.82,N,73.809,W,2
9/9/2002,13:40:17,31.823,N,73.815,W,2
9/9/2002,13:42:17,31.826,N,73.821,W,2
9/9/2002,13:44:17,31.829,N,73.827,W,2
9/9/2002,13:46:17,31.832,N,73.833,W,2
9/9/2002,13:48:16,31.835,N,73.839,W,2
9/9/2002,13:50:16,31.838,N,73.844,W,2
9/9/2002,13:52:16,31.841,N,73.85,W,2
9/9/2002,13:54:17,31.844,N,73.856,W,2
9/9/2002,13:56:17,31.847,N,73.862,W,2
9/9/2002,13:58:17,31.85,N,73.868,W,2
9/9/2002,14:00:17,31.853,N,73.874,W,2
9/9/2002,14:02:16,31.856,N,73.88,W,2
9/9/2002,14:04:16,31.859,N,73.886,W,2
9/9/2002,14:06:16,31.862,N,73.892,W,2
9/9/2002,14:08:16,31.865,N,73.898,W,2
9/9/2002,14:10:17,31.868,N,73.904,W,2
9/9/2002,14:10:18,31.868,N,73.904,W,2
9/9/2002,14:12:18,31.867,N,73.923,W,2
9/9/2002,14:14:18,31.867,N,73.943,W,2
9/9/2002,14:16:19,31.866,N,73.963,W,2
9/9/2002,14:18:19,31.864,N,73.984,W,2
9/9/2002,14:20:19,31.863,N,74.005,W,2
9/9/2002,14:22:18,31.862,N,74.026,W,2
9/9/2002,14:24:18,31.86,N,74.048,W,2
9/9/2002,14:26:18,31.858,N,74.07,W,2
9/9/2002,14:28:18,31.856,N,74.092,W,2
9/9/2002,14:30:19,31.854,N,74.115,W,2
9/9/2002,14:32:19,31.852,N,74.137,W,2
9/9/2002,14:34:19,31.849,N,74.16,W,2
9/9/2002,14:36:19,31.847,N,74.183,W,2
9/9/2002,14:38:18,31.844,N,74.206,W,2
9/9/2002,14:40:18,31.841,N,74.229,W,2
9/9/2002,14:42:18,31.838,N,74.253,W,2
9/9/2002,14:44:18,31.835,N,74.276,W,2
9/9/2002,14:46:19,31.831,N,74.299,W,2
9/9/2002,14:48:19,31.828,N,74.322,W,2
9/9/2002,14:50:19,31.824,N,74.345,W,2
9/9/2002,14:52:18,31.821,N,74.368,W,2
9/9/2002,14:54:18,31.817,N,74.391,W,2
9/9/2002,14:56:18,31.813,N,74.413,W,2
9/9/2002,14:58:18,31.808,N,74.436,W,2
9/9/2002,15:00:19,31.804,N,74.458,W,2
9/9/2002,15:02:19,31.8,N,74.48,W,2
9/9/2002,15:04:19,31.795,N,74.501,W,2
9/9/2002,15:06:19,31.79,N,74.522,W,2
9/9/2002,15:08:18,31.785,N,74.543,W,2
9/9/2002,15:10:18,31.78,N,74.564,W,2
9/9/2002,15:12:18,31.775,N,74.583,W,2
9/9/2002,15:14:18,31.77,N,74.603,W,2
9/9/2002,15:16:19,31.765,N,74.622,W,2
9/9/2002,15:18:19,31.759,N,74.641,W,2
9/9/2002,15:20:19,31.753,N,74.658,W,2
9/9/2002,15:22:18,31.748,N,74.676,W,2
9/9/2002,15:24:18,31.742,N,74.693,W,2
9/9/2002,15:26:18,31.736,N,74.709,W,2
9/9/2002,15:28:18,31.73,N,74.724,W,2
9/9/2002,15:30:19,31.723,N,74.739,W,2
9/9/2002,15:32:19,31.717,N,74.753,W,2
9/9/2002,15:34:19,31.711,N,74.766,W,2
9/9/2002,15:36:19,31.704,N,74.778,W,2
9/9/2002,15:38:18,31.698,N,74.789,W,2
9/9/2002,15:40:18,31.691,N,74.8,W,2
9/9/2002,15:42:18,31.684,N,74.81,W,2
9/9/2002,15:44:18,31.677,N,74.819,W,2
9/9/2002,15:46:19,31.67,N,74.827,W,2
9/9/2002,15:48:19,31.663,N,74.835,W,2
9/9/2002,15:50:19,31.655,N,74.842,W,2
9/9/2002,15:52:18,31.648,N,74.848,W,2
9/9/2002,15:54:18,31.641,N,74.853,W,2
9/9/2002,15:56:18,31.633,N,74.858,W,2
9/9/2002,15:58:18,31.625,N,74.862,W,2
9/9/2002,16:00:19,31.618,N,74.865,W,2
9/9/2002,16:02:19,31.61,N,74.868,W,2
9/9/2002,16:04:19,31.602,N,74.87,W,2
9/9/2002,16:06:19,31.594,N,74.872,W,2
9/9/2002,16:08:18,31.586,N,74.873,W,2
9/9/2002,16:10:18,31.578,N,74.873,W,2
9/9/2002,16:12:18,31.57,N,74.873,W,2
9/9/2002,16:13:00,31.567,N,74.873,W,2
9/9/2002,16:15:00,31.554,N,74.871,W,2
9/9/2002,16:16:59,31.541,N,74.868,W,2
9/9/2002,16:18:59,31.528,N,74.865,W,2
9/9/2002,16:20:59,31.516,N,74.862,W,2
9/9/2002,16:23:00,31.503,N,74.858,W,2
9/9/2002,16:25:00,31.491,N,74.854,W,2
9/9/2002,16:27:00,31.478,N,74.85,W,2
9/9/2002,16:29:00,31.466,N,74.845,W,2
9/9/2002,16:30:59,31.454,N,74.84,W,2
9/9/2002,16:32:59,31.442,N,74.835,W,2
9/9/2002,16:34:59,31.431,N,74.829,W,2
9/9/2002,16:36:59,31.42,N,74.823,W,2
9/9/2002,16:39:00,31.409,N,74.817,W,2
9/9/2002,16:41:00,31.398,N,74.811,W,2
9/9/2002,16:43:00,31.388,N,74.804,W,2
9/9/2002,16:45:00,31.378,N,74.798,W,2
9/9/2002,16:46:59,31.369,N,74.791,W,2
9/9/2002,16:48:59,31.36,N,74.784,W,2
9/9/2002,16:50:59,31.352,N,74.777,W,2
9/9/2002,16:53:00,31.344,N,74.77,W,2
9/9/2002,16:55:00,31.337,N,74.763,W,2
9/9/2002,16:57:00,31.33,N,74.756,W,2
9/9/2002,16:59:00,31.324,N,74.749,W,2
9/9/2002,17:00:59,31.318,N,74.742,W,2
9/9/2002,17:02:59,31.314,N,74.734,W,2
9/9/2002,17:04:59,31.309,N,74.727,W,2
9/9/2002,17:06:59,31.306,N,74.72,W,2
9/9/2002,17:09:00,31.303,N,74.713,W,2
9/9/2002,17:11:00,31.301,N,74.707,W,2
9/9/2002,17:13:00,31.3,N,74.7,W,2
9/9/2002,17:15:00,31.297,N,74.694,W,2
9/9/2002,17:16:59,31.295,N,74.689,W,2
9/9/2002,17:18:59,31.293,N,74.683,W,2
9/9/2002,17:20:59,31.292,N,74.677,W,2
9/9/2002,17:23:00,31.292,N,74.672,W,2
9/9/2002,17:25:00,31.292,N,74.666,W,2
9/9/2002,17:27:00,31.293,N,74.661,W,2
9/9/2002,17:29:00,31.294,N,74.655,W,2
9/9/2002,17:30:59,31.297,N,74.65,W,2
9/9/2002,17:32:59,31.3,N,74.644,W,2
9/9/2002,17:34:59,31.304,N,74.638,W,2
9/9/2002,17:36:59,31.308,N,74.633,W,2
9/9/2002,17:39:00,31.314,N,74.627,W,2
9/9/2002,17:41:00,31.32,N,74.622,W,2
9/9/2002,17:43:00,31.327,N,74.616,W,2
9/9/2002,17:45:00,31.335,N,74.611,W,2
9/9/2002,17:46:59,31.344,N,74.606,W,2
9/9/2002,17:48:59,31.353,N,74.6,W,2
9/9/2002,17:50:59,31.364,N,74.595,W,2
9/9/2002,17:53:00,31.375,N,74.59,W,2
9/9/2002,17:55:00,31.386,N,74.584,W,2
9/9/2002,17:57:00,31.399,N,74.579,W,2
9/9/2002,17:59:00,31.412,N,74.574,W,2
9/9/2002,18:00:59,31.425,N,74.569,W,2
9/9/2002,18:02:59,31.44,N,74.564,W,2
9/9/2002,18:04:59,31.455,N,74.559,W,2
9/9/2002,18:06:59,31.47,N,74.555,W,2
9/9/2002,18:09:00,31.486,N,74.55,W,2
9/9/2002,18:11:00,31.502,N,74.546,W,2
9/9/2002,18:13:00,31.519,N,74.541,W,2
9/9/2002,18:15:00,31.536,N,74.537,W,2
9/9/2002,18:16:59,31.553,N,74.533,W,2
9/9/2002,18:18:59,31.571,N,74.529,W,2
9/9/2002,18:20:59,31.589,N,74.526,W,2
9/9/2002,18:23:00,31.608,N,74.522,W,2
9/9/2002,18:25:00,31.626,N,74.519,W,2
9/9/2002,18:27:00,31.645,N,74.516,W,2
9/9/2002,18:29:00,31.664,N,74.513,W,2
9/9/2002,18:30:59,31.683,N,74.511,W,2
9/9/2002,18:32:59,31.703,N,74.508,W,2
9/9/2002,18:34:59,31.722,N,74.506,W,2
9/9/2002,18:36:59,31.742,N,74.504,W,2
9/9/2002,18:39:00,31.761,N,74.502,W,2
9/9/2002,18:41:00,31.781,N,74.501,W,2
9/9/2002,18:43:00,31.8,N,74.5,W,2
9/9/2002,18:45:00,31.811,N,74.5,W,2
9/9/2002,18:46:59,31.822,N,74.499,W,2
9/9/2002,18:48:59,31.833,N,74.499,W,2
9/9/2002,18:50:59,31.844,N,74.5,W,2
9/9/2002,18:53:00,31.855,N,74.5,W,2
9/9/2002,18:55:00,31.866,N,74.501,W,2
9/9/2002,18:57:00,31.876,N,74.502,W,2
9/9/2002,18:59:00,31.887,N,74.504,W,2
9/9/2002,19:00:59,31.898,N,74.505,W,2
9/9/2002,19:02:59,31.909,N,74.507,W,2
9/9/2002,19:04:59,31.92,N,74.51,W,2
9/9/2002,19:06:59,31.931,N,74.512,W,2
9/9/2002,19:09:00,31.941,N,74.515,W,2
9/9/2002,19:11:00,31.952,N,74.519,W,2
9/9/2002,19:13:00,31.963,N,74.522,W,2
9/9/2002,19:15:00,31.974,N,74.526,W,2
9/9/2002,19:16:59,31.985,N,74.531,W,2
9/9/2002,19:18:59,31.995,N,74.535,W,2
9/9/2002,19:20:59,32.006,N,74.54,W,2
9/9/2002,19:23:00,32.017,N,74.546,W,2
9/9/2002,19:25:00,32.027,N,74.551,W,2
9/9/2002,19:27:00,32.038,N,74.558,W,2
9/9/2002,19:29:00,32.049,N,74.564,W,2
9/9/2002,19:30:59,32.059,N,74.571,W,2
9/9/2002,19:32:59,32.07,N,74.578,W,2
9/9/2002,19:34:59,32.081,N,74.586,W,2
9/9/2002,19:36:59,32.091,N,74.594,W,2
9/9/2002,19:39:00,32.102,N,74.602,W,2
9/9/2002,19:41:00,32.112,N,74.611,W,2
9/9/2002,19:43:00,32.123,N,74.62,W,2
9/9/2002,19:45:00,32.133,N,74.629,W,2
9/9/2002,19:46:59,32.144,N,74.639,W,2
9/9/2002,19:48:59,32.154,N,74.649,W,2
9/9/2002,19:50:59,32.164,N,74.659,W,2
9/9/2002,19:53:00,32.174,N,74.67,W,2
9/9/2002,19:55:00,32.185,N,74.681,W,2
9/9/2002,19:57:00,32.195,N,74.692,W,2
9/9/2002,19:59:00,32.205,N,74.703,W,2
9/9/2002,20:00:59,32.215,N,74.715,W,2
9/9/2002,20:02:59,32.225,N,74.726,W,2
9/9/2002,20:04:59,32.234,N,74.739,W,2
9/9/2002,20:06:59,32.244,N,74.751,W,2
9/9/2002,20:09:00,32.254,N,74.763,W,2
9/9/2002,20:11:00,32.263,N,74.776,W,2
9/9/2002,20:13:00,32.273,N,74.789,W,2
9/9/2002,20:15:00,32.282,N,74.802,W,2
9/9/2002,20:16:59,32.291,N,74.815,W,2
9/9/2002,20:18:59,32.3,N,74.829,W,2
9/9/2002,20:20:59,32.309,N,74.842,W,2
9/9/2002,20:23:00,32.318,N,74.856,W,2
9/9/2002,20:25:00,32.327,N,74.87,W,2
9/9/2002,20:27:00,32.336,N,74.884,W,2
9/9/2002,20:29:00,32.344,N,74.898,W,2
9/9/2002,20:30:59,32.353,N,74.913,W,2
9/9/2002,20:32:59,32.361,N,74.927,W,2
9/9/2002,20:34:59,32.369,N,74.941,W,2
9/9/2002,20:36:59,32.377,N,74.956,W,2
9/9/2002,20:39:00,32.385,N,74.971,W,2
9/9/2002,20:41:00,32.392,N,74.985,W,2
9/9/2002,20:43:00,32.4,N,75,W,2
9/9/2002,20:45:00,32.406,N,75.01,W,2
9/9/2002,20:46:59,32.411,N,75.02,W,2
9/9/2002,20:48:59,32.416,N,75.03,W,2
9/9/2002,20:50:59,32.421,N,75.04,W,2
9/9/2002,20:53:00,32.425,N,75.05,W,2
9/9/2002,20:55:00,32.43,N,75.061,W,2
9/9/2002,20:57:00,32.434,N,75.071,W,2
9/9/2002,20:59:00,32.438,N,75.082,W,2
9/9/2002,21:00:59,32.442,N,75.092,W,2
9/9/2002,21:02:59,32.445,N,75.103,W,2
9/9/2002,21:04:59,32.448,N,75.114,W,2
9/9/2002,21:06:59,32.451,N,75.124,W,2
9/9/2002,21:09:00,32.454,N,75.135,W,2
9/9/2002,21:11:00,32.456,N,75.146,W,2
9/9/2002,21:13:00,32.458,N,75.158,W,2
9/9/2002,21:15:00,32.46,N,75.169,W,2
9/9/2002,21:16:59,32.462,N,75.18,W,2
9/9/2002,21:18:59,32.463,N,75.191,W,2
9/9/2002,21:20:59,32.464,N,75.203,W,2
9/9/2002,21:23:00,32.465,N,75.214,W,2
9/9/2002,21:25:00,32.466,N,75.226,W,2
9/9/2002,21:27:00,32.466,N,75.237,W,2
9/9/2002,21:29:00,32.467,N,75.249,W,2
9/9/2002,21:30:59,32.467,N,75.26,W,2
9/9/2002,21:32:59,32.466,N,75.272,W,2
9/9/2002,21:34:59,32.466,N,75.284,W,2
9/9/2002,21:36:59,32.465,N,75.295,W,2
9/9/2002,21:39:00,32.465,N,75.307,W,2
9/9/2002,21:41:00,32.464,N,75.319,W,2
9/9/2002,21:43:00,32.463,N,75.331,W,2
9/9/2002,21:45:00,32.461,N,75.342,W,2
9/9/2002,21:46:59,32.46,N,75.354,W,2
9/9/2002,21:48:59,32.458,N,75.366,W,2
9/9/2002,21:50:59,32.456,N,75.378,W,2
9/9/2002,21:53:00,32.454,N,75.389,W,2
9/9/2002,21:55:00,32.452,N,75.401,W,2
9/9/2002,21:57:00,32.449,N,75.413,W,2
9/9/2002,21:59:00,32.447,N,75.424,W,2
9/9/2002,22:00:59,32.444,N,75.436,W,2
9/9/2002,22:02:59,32.441,N,75.447,W,2
9/9/2002,22:04:59,32.438,N,75.459,W,2
9/9/2002,22:06:59,32.435,N,75.47,W,2
9/9/2002,22:09:00,32.431,N,75.482,W,2
9/9/2002,22:11:00,32.428,N,75.493,W,2
9/9/2002,22:13:00,32.424,N,75.504,W,2
9/9/2002,22:15:00,32.421,N,75.516,W,2
9/9/2002,22:16:59,32.417,N,75.527,W,2
9/9/2002,22:18:59,32.413,N,75.538,W,2
9/9/2002,22:20:59,32.409,N,75.549,W,2
9/9/2002,22:23:00,32.405,N,75.56,W,2
9/9/2002,22:25:00,32.4,N,75.57,W,2
9/9/2002,22:27:00,32.396,N,75.581,W,2
9/9/2002,22:29:00,32.391,N,75.592,W,2
9/9/2002,22:30:59,32.387,N,75.602,W,2
9/9/2002,22:32:59,32.382,N,75.612,W,2
9/9/2002,22:34:59,32.377,N,75.623,W,2
9/9/2002,22:36:59,32.372,N,75.633,W,2
9/9/2002,22:39:00,32.367,N,75.643,W,2
9/9/2002,22:41:00,32.362,N,75.653,W,2
9/9/2002,22:43:00,32.357,N,75.662,W,2
9/9/2002,22:45:00,32.352,N,75.672,W,2
9/9/2002,22:46:59,32.347,N,75.681,W,2
9/9/2002,22:48:59,32.341,N,75.69,W,2
9/9/2002,22:50:59,32.336,N,75.7,W,2
9/9/2002,22:53:00,32.331,N,75.708,W,2
9/9/2002,22:55:00,32.325,N,75.717,W,2
9/9/2002,22:57:00,32.32,N,75.726,W,2
9/9/2002,22:59:00,32.314,N,75.734,W,2
9/9/2002,23:00:59,32.308,N,75.742,W,2
9/9/2002,23:02:59,32.303,N,75.75,W,2
9/9/2002,23:04:59,32.297,N,75.758,W,2
9/9/2002,23:06:59,32.291,N,75.766,W,2
9/9/2002,23:09:00,32.286,N,75.773,W,2
9/9/2002,23:11:00,32.28,N,75.781,W,2
9/9/2002,23:13:00,32.274,N,75.788,W,2
9/9/2002,23:15:00,32.268,N,75.794,W,2
9/9/2002,23:16:59,32.263,N,75.801,W,2
9/9/2002,23:18:59,32.257,N,75.807,W,2
9/9/2002,23:20:59,32.251,N,75.813,W,2
9/9/2002,23:23:00,32.245,N,75.819,W,2
9/9/2002,23:25:00,32.239,N,75.825,W,2
9/9/2002,23:27:00,32.234,N,75.83,W,2
9/9/2002,23:29:00,32.228,N,75.835,W,2
9/9/2002,23:30:59,32.222,N,75.84,W,2
9/9/2002,23:32:59,32.217,N,75.845,W,2
9/9/2002,23:34:59,32.211,N,75.849,W,2
9/9/2002,23:36:59,32.205,N,75.853,W,2
9/9/2002,23:39:00,32.2,N,75.857,W,2
9/9/2002,23:41:00,32.194,N,75.861,W,2
9/9/2002,23:43:00,32.189,N,75.864,W,2
9/9/2002,23:45:00,32.183,N,75.867,W,2
9/9/2002,23:46:59,32.177,N,75.87,W,2
9/9/2002,23:48:59,32.172,N,75.873,W,2
9/9/2002,23:50:59,32.166,N,75.875,W,2
9/9/2002,23:53:00,32.161,N,75.878,W,2
9/9/2002,23:55:00,32.156,N,75.88,W,2
9/9/2002,23:57:00,32.15,N,75.881,W,2
9/9/2002,23:59:00,32.145,N,75.883,W,2
9/10/2002,0:00:59,32.139,N,75.884,W,2
9/10/2002,0:02:13,32.136,N,75.885,W,2
9/10/2002,0:04:13,32.129,N,75.887,W,2
9/10/2002,0:06:12,32.122,N,75.889,W,2
9/10/2002,0:08:12,32.116,N,75.891,W,2
9/10/2002,0:10:12,32.109,N,75.893,W,2
9/10/2002,0:12:12,32.102,N,75.894,W,2
9/10/2002,0:14:13,32.095,N,75.896,W,2
9/10/2002,0:16:13,32.088,N,75.897,W,2
9/10/2002,0:18:13,32.082,N,75.898,W,2
9/10/2002,0:20:13,32.075,N,75.899,W,2
9/10/2002,0:22:12,32.068,N,75.899,W,2
9/10/2002,0:24:12,32.061,N,75.9,W,2
9/10/2002,0:26:12,32.055,N,75.9,W,2
9/10/2002,0:28:12,32.048,N,75.9,W,2
9/10/2002,0:30:13,32.042,N,75.9,W,2
9/10/2002,0:32:13,32.035,N,75.9,W,2
9/10/2002,0:34:13,32.029,N,75.899,W,2
9/10/2002,0:36:12,32.022,N,75.899,W,2
9/10/2002,0:38:12,32.016,N,75.898,W,2
9/10/2002,0:40:12,32.01,N,75.897,W,2
9/10/2002,0:42:12,32.003,N,75.896,W,2
9/10/2002,0:44:13,31.997,N,75.895,W,2
9/10/2002,0:46:13,31.991,N,75.893,W,2
9/10/2002,0:48:13,31.985,N,75.892,W,2
9/10/2002,0:50:13,31.979,N,75.89,W,2
9/10/2002,0:52:12,31.973,N,75.888,W,2
9/10/2002,0:54:12,31.968,N,75.886,W,2
9/10/2002,0:56:12,31.962,N,75.883,W,2
9/10/2002,0:58:12,31.957,N,75.881,W,2
9/10/2002,1:00:13,31.951,N,75.878,W,2
9/10/2002,1:02:13,31.946,N,75.875,W,2
9/10/2002,1:04:13,31.941,N,75.872,W,2
9/10/2002,1:06:12,31.936,N,75.869,W,2
9/10/2002,1:08:12,31.931,N,75.865,W,2
9/10/2002,1:10:12,31.926,N,75.862,W,2
9/10/2002,1:12:12,31.921,N,75.858,W,2
9/10/2002,1:14:13,31.917,N,75.854,W,2
9/10/2002,1:16:13,31.912,N,75.849,W,2
9/10/2002,1:18:13,31.908,N,75.845,W,2
9/10/2002,1:20:13,31.904,N,75.84,W,2
9/10/2002,1:22:12,31.9,N,75.836,W,2
9/10/2002,1:24:12,31.896,N,75.831,W,2
9/10/2002,1:26:12,31.892,N,75.826,W,2
9/10/2002,1:28:12,31.889,N,75.82,W,2
9/10/2002,1:30:13,31.885,N,75.815,W,2
9/10/2002,1:32:13,31.882,N,75.809,W,2
9/10/2002,1:34:13,31.879,N,75.803,W,2
9/10/2002,1:36:12,31.876,N,75.797,W,2
9/10/2002,1:38:12,31.873,N,75.791,W,2
9/10/2002,1:40:12,31.87,N,75.785,W,2
9/10/2002,1:42:12,31.868,N,75.778,W,2
9/10/2002,1:44:13,31.865,N,75.772,W,2
9/10/2002,1:46:13,31.863,N,75.765,W,2
9/10/2002,1:48:13,31.861,N,75.758,W,2
9/10/2002,1:50:13,31.859,N,75.751,W,2
9/10/2002,1:52:12,31.857,N,75.744,W,2
9/10/2002,1:53:59,31.855,N,75.737,W,2
9/10/2002,1:55:59,31.855,N,75.727,W,2
9/10/2002,1:57:58,31.855,N,75.717,W,2
9/10/2002,1:59:58,31.855,N,75.707,W,2
9/10/2002,2:01:58,31.855,N,75.698,W,2
9/10/2002,2:03:58,31.855,N,75.688,W,2
9/10/2002,2:05:59,31.855,N,75.678,W,2
9/10/2002,2:07:59,31.856,N,75.668,W,2
9/10/2002,2:09:59,31.856,N,75.658,W,2
9/10/2002,2:11:59,31.856,N,75.648,W,2
9/10/2002,2:13:58,31.856,N,75.639,W,2
9/10/2002,2:15:58,31.856,N,75.629,W,2
9/10/2002,2:17:58,31.856,N,75.619,W,2
9/10/2002,2:19:59,31.856,N,75.609,W,2
9/10/2002,2:21:59,31.856,N,75.599,W,2
9/10/2002,2:23:59,31.856,N,75.589,W,2
9/10/2002,2:25:59,31.856,N,75.58,W,2
9/10/2002,2:27:58,31.856,N,75.57,W,2
9/10/2002,2:29:58,31.856,N,75.56,W,2
9/10/2002,2:31:58,31.856,N,75.55,W,2
9/10/2002,2:33:58,31.857,N,75.54,W,2
9/10/2002,2:35:59,31.857,N,75.53,W,2
9/10/2002,2:37:59,31.857,N,75.52,W,2
9/10/2002,2:39:59,31.857,N,75.511,W,2
9/10/2002,2:41:59,31.857,N,75.501,W,2
9/10/2002,2:43:58,31.857,N,75.491,W,2
9/10/2002,2:45:58,31.857,N,75.481,W,2
9/10/2002,2:47:58,31.857,N,75.471,W,2
9/10/2002,2:49:59,31.857,N,75.461,W,2
9/10/2002,2:51:59,31.857,N,75.452,W,2
9/10/2002,2:53:59,31.857,N,75.442,W,2
9/10/2002,2:55:59,31.857,N,75.432,W,2
9/10/2002,2:57:58,31.857,N,75.422,W,2
9/10/2002,2:59:58,31.858,N,75.412,W,2
9/10/2002,3:01:58,31.858,N,75.402,W,2
9/10/2002,3:03:58,31.858,N,75.393,W,2
9/10/2002,3:05:59,31.858,N,75.383,W,2
9/10/2002,3:07:59,31.858,N,75.373,W,2
9/10/2002,3:09:59,31.858,N,75.363,W,2
9/10/2002,3:11:59,31.858,N,75.353,W,2
9/10/2002,3:13:58,31.858,N,75.343,W,2
9/10/2002,3:15:58,31.858,N,75.333,W,2
9/10/2002,3:17:58,31.858,N,75.324,W,2
9/10/2002,3:19:59,31.858,N,75.314,W,2
9/10/2002,3:21:59,31.858,N,75.304,W,2
9/10/2002,3:23:59,31.859,N,75.294,W,2
9/10/2002,3:25:59,31.859,N,75.284,W,2
9/10/2002,3:27:58,31.859,N,75.274,W,2
9/10/2002,3:29:58,31.859,N,75.265,W,2
9/10/2002,3:31:58,31.859,N,75.255,W,2
9/10/2002,3:33:58,31.859,N,75.245,W,2
9/10/2002,3:35:59,31.859,N,75.235,W,2
9/10/2002,3:36:48,31.859,N,75.231,W,2
9/10/2002,3:38:48,31.866,N,75.228,W,2
9/10/2002,3:40:48,31.873,N,75.226,W,2
9/10/2002,3:42:47,31.881,N,75.224,W,2
