Track,for,Florence,2006,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
9/10/2006,10:13:09,28.065,N,65.827,W,1
9/10/2006,10:15:09,28.069,N,65.83,W,1
9/10/2006,10:17:09,28.073,N,65.833,W,1
9/10/2006,10:19:09,28.076,N,65.836,W,1
9/10/2006,10:21:10,28.08,N,65.839,W,1
9/10/2006,10:23:10,28.084,N,65.842,W,1
9/10/2006,10:25:10,28.087,N,65.845,W,1
9/10/2006,10:27:10,28.091,N,65.848,W,1
9/10/2006,10:29:09,28.094,N,65.851,W,1
9/10/2006,10:31:09,28.097,N,65.854,W,1
9/10/2006,10:33:09,28.101,N,65.857,W,1
9/10/2006,10:35:10,28.104,N,65.86,W,1
9/10/2006,10:37:10,28.107,N,65.863,W,1
9/10/2006,10:39:10,28.11,N,65.866,W,1
9/10/2006,10:41:10,28.113,N,65.869,W,1
9/10/2006,10:43:09,28.116,N,65.872,W,1
9/10/2006,10:45:09,28.119,N,65.874,W,1
9/10/2006,10:47:09,28.122,N,65.877,W,1
9/10/2006,10:49:09,28.125,N,65.88,W,1
9/10/2006,10:51:10,28.128,N,65.883,W,1
9/10/2006,10:53:10,28.131,N,65.885,W,1
9/10/2006,10:55:10,28.134,N,65.888,W,1
9/10/2006,10:57:10,28.137,N,65.891,W,1
9/10/2006,10:59:09,28.139,N,65.894,W,1
9/10/2006,11:01:09,28.142,N,65.896,W,1
9/10/2006,11:03:09,28.145,N,65.899,W,1
9/10/2006,11:05:10,28.147,N,65.901,W,1
9/10/2006,11:07:10,28.15,N,65.904,W,1
9/10/2006,11:09:10,28.153,N,65.907,W,1
9/10/2006,11:11:10,28.155,N,65.909,W,1
9/10/2006,11:13:09,28.158,N,65.912,W,1
9/10/2006,11:15:09,28.16,N,65.914,W,1
9/10/2006,11:17:09,28.163,N,65.917,W,1
9/10/2006,11:19:09,28.165,N,65.919,W,1
9/10/2006,11:21:10,28.167,N,65.921,W,1
9/10/2006,11:23:10,28.17,N,65.924,W,1
9/10/2006,11:25:10,28.172,N,65.926,W,1
9/10/2006,11:27:10,28.175,N,65.929,W,1
9/10/2006,11:29:09,28.177,N,65.931,W,1
9/10/2006,11:31:09,28.179,N,65.933,W,1
9/10/2006,11:33:09,28.182,N,65.936,W,1
9/10/2006,11:35:10,28.184,N,65.938,W,1
9/10/2006,11:37:10,28.186,N,65.94,W,1
9/10/2006,11:39:10,28.188,N,65.943,W,1
9/10/2006,11:41:10,28.191,N,65.945,W,1
9/10/2006,11:43:09,28.193,N,65.947,W,1
9/10/2006,11:45:09,28.195,N,65.949,W,1
9/10/2006,11:47:09,28.197,N,65.951,W,1
9/10/2006,11:49:09,28.2,N,65.954,W,1
9/10/2006,11:51:10,28.202,N,65.956,W,1
9/10/2006,11:53:10,28.204,N,65.958,W,1
9/10/2006,11:55:10,28.206,N,65.96,W,1
9/10/2006,11:57:10,28.208,N,65.962,W,1
9/10/2006,11:59:09,28.211,N,65.964,W,1
9/10/2006,12:01:09,28.213,N,65.966,W,1
9/10/2006,12:03:09,28.215,N,65.968,W,1
9/10/2006,12:05:10,28.217,N,65.97,W,1
9/10/2006,12:07:10,28.219,N,65.972,W,1
9/10/2006,12:09:10,28.221,N,65.974,W,1
9/10/2006,12:11:10,28.224,N,65.976,W,1
9/10/2006,12:13:09,28.226,N,65.978,W,1
9/10/2006,12:15:09,28.228,N,65.98,W,1
9/10/2006,12:17:09,28.23,N,65.982,W,1
9/10/2006,12:19:09,28.232,N,65.984,W,1
9/10/2006,12:21:10,28.235,N,65.986,W,1
9/10/2006,12:23:10,28.237,N,65.988,W,1
9/10/2006,12:25:10,28.239,N,65.989,W,1
9/10/2006,12:27:10,28.241,N,65.991,W,1
9/10/2006,12:29:09,28.244,N,65.993,W,1
9/10/2006,12:31:09,28.246,N,65.995,W,1
9/10/2006,12:33:09,28.248,N,65.997,W,1
9/10/2006,12:35:10,28.251,N,65.999,W,1
9/10/2006,12:37:10,28.253,N,66,W,1
9/10/2006,12:39:10,28.255,N,66.002,W,1
9/10/2006,12:41:10,28.258,N,66.004,W,1
9/10/2006,12:43:09,28.26,N,66.005,W,1
9/10/2006,12:45:09,28.262,N,66.007,W,1
9/10/2006,12:47:09,28.265,N,66.009,W,1
9/10/2006,12:49:09,28.267,N,66.01,W,1
9/10/2006,12:51:10,28.27,N,66.012,W,1
9/10/2006,12:53:10,28.272,N,66.014,W,1
9/10/2006,12:55:10,28.275,N,66.015,W,1
9/10/2006,12:57:10,28.277,N,66.017,W,1
9/10/2006,12:59:09,28.28,N,66.019,W,1
9/10/2006,13:01:09,28.283,N,66.02,W,1
9/10/2006,13:03:09,28.285,N,66.022,W,1
9/10/2006,13:05:10,28.288,N,66.023,W,1
9/10/2006,13:07:10,28.291,N,66.025,W,1
9/10/2006,13:09:10,28.294,N,66.026,W,1
9/10/2006,13:11:10,28.296,N,66.028,W,1
9/10/2006,13:13:09,28.299,N,66.029,W,1
9/10/2006,13:15:09,28.302,N,66.031,W,1
9/10/2006,13:17:09,28.305,N,66.032,W,1
9/10/2006,13:19:09,28.308,N,66.034,W,1
9/10/2006,13:21:10,28.311,N,66.035,W,1
9/10/2006,13:23:10,28.314,N,66.037,W,1
9/10/2006,13:25:10,28.317,N,66.038,W,1
9/10/2006,13:27:10,28.32,N,66.04,W,1
9/10/2006,13:29:09,28.323,N,66.041,W,1
9/10/2006,13:31:09,28.327,N,66.042,W,1
9/10/2006,13:33:09,28.33,N,66.044,W,1
9/10/2006,13:35:10,28.333,N,66.045,W,1
9/10/2006,13:37:10,28.337,N,66.046,W,1
9/10/2006,13:39:10,28.34,N,66.048,W,1
9/10/2006,13:41:10,28.344,N,66.049,W,1
9/10/2006,13:43:09,28.347,N,66.05,W,1
9/10/2006,13:45:09,28.351,N,66.052,W,1
9/10/2006,13:47:09,28.354,N,66.053,W,1
9/10/2006,13:49:09,28.358,N,66.054,W,1
9/10/2006,13:51:10,28.362,N,66.055,W,1
9/10/2006,13:53:10,28.366,N,66.057,W,1
9/10/2006,13:55:10,28.37,N,66.058,W,1
9/10/2006,13:57:10,28.373,N,66.059,W,1
9/10/2006,13:59:09,28.377,N,66.06,W,1
9/10/2006,14:01:09,28.382,N,66.062,W,1
9/10/2006,14:03:09,28.386,N,66.063,W,1
9/10/2006,14:05:10,28.39,N,66.064,W,1
9/10/2006,14:07:10,28.394,N,66.065,W,1
9/10/2006,14:09:10,28.398,N,66.066,W,1
9/10/2006,14:11:10,28.403,N,66.068,W,1
9/10/2006,14:13:09,28.407,N,66.069,W,1
9/10/2006,14:15:09,28.412,N,66.07,W,1
9/10/2006,14:17:09,28.417,N,66.071,W,1
9/10/2006,14:19:09,28.421,N,66.072,W,1
9/10/2006,14:21:10,28.426,N,66.073,W,1
9/10/2006,14:23:10,28.431,N,66.074,W,1
9/10/2006,14:25:10,28.436,N,66.075,W,1
9/10/2006,14:27:10,28.441,N,66.077,W,1
9/10/2006,14:29:09,28.446,N,66.078,W,1
9/10/2006,14:31:09,28.451,N,66.079,W,1
9/10/2006,14:33:09,28.456,N,66.08,W,1
9/10/2006,14:35:10,28.462,N,66.081,W,1
9/10/2006,14:37:10,28.467,N,66.082,W,1
9/10/2006,14:39:10,28.472,N,66.083,W,1
